CODE,SOT,year,Site,Zone,Tree #,Aspect,Height,CODE,Stem length,Tray mass (g),SOT+0 (m/g),SOT+1 (m/g),SOT+2 (m/g),SOT+3 (m/g),SOT+4 (m/g),SOT+5 (m/g),Dry weight,Fresh wgt,Dry wgt,H2O content,Total needles,MEAN (cm),SA/leaf (cm2),SA total (cm2),SA total (m2),1,2,3,4,5,gmin
BRR F1 WA,2014-02-12,2013,BRR,F,1,W,A,BRR F1 WA,29,1.841,2.177,2.161,2.152,2.144,2.139,2.135,2.003,0.162,0.336,107.4074074,46,1.015,3.4104609,156.8812014,0.01568812,5.60851E-07,3.15479E-07,2.80425E-07,1.75266E-07,1.40213E-07,4.48681E-07
BRR F1 WA,2014-02-13,2013,BRR,F,1,W,A,BRR F1 WA,19,1.7451,2.016,1.992,1.981,1.967,1.961,1.952,1.886,0.1409,0.2709,92.26401703,28,1.06,3.5616636,99.7265808,0.009972658,1.32342E-06,6.06569E-07,7.71997E-07,3.30856E-07,4.96284E-07,8.21625E-07
BRR F1 WC,2014-02-12,2013,BRR,F,1,W,C,BRR F1 WC,34,1.8157,2.476,2.453,2.427,2.399,2.383,2.367,2.135,0.3193,0.6603,106.7961165,60,1.12,3.7632672,225.796032,0.022579603,5.60157E-07,6.33221E-07,6.8193E-07,3.89675E-07,3.89675E-07,8.81639E-07
BRR F1 WC,2014-02-13,2013,BRR,F,1,W,C,BRR F1 WC,10,1.7371,2.034,2.022,2.014,2.008,2.003,1.995,1.875,0.1379,0.2969,115.3009427,21,1.215,4.0824729,85.7319309,0.008573193,7.69727E-07,5.13152E-07,3.84864E-07,3.2072E-07,5.13152E-07,4.55422E-07
BRR F1 WS,2014-02-12,2013,BRR,F,1,W,S,BRR F1 WS,28,1.898,2.384,2.362,2.345,2.324,2.308,2.291,2.157,0.259,0.486,87.64478764,52,1.115,3.7464669,194.8162788,0.019481628,6.21006E-07,4.79868E-07,5.92778E-07,4.51641E-07,4.79868E-07,5.50437E-07
BRR F2 LA,2014-02-12,2013,BRR,F,2,L,A,BRR F2 LA,36,1.8984,2.656,2.631,2.615,2.594,2.58,2.565,2.256,0.3576,0.7576,111.8568233,63,1.215,4.0824729,257.1957927,0.025719579,5.34533E-07,3.42101E-07,4.49008E-07,2.99338E-07,3.2072E-07,4.27626E-07
BRR F2 LA,2014-02-13,2013,BRR,F,2,L,A,BRR F2 LA,21.7,1.933,2.421,2.392,2.38,2.37,2.361,2.349,2.163,0.23,0.488,112.173913,62,0.815,2.7384489,169.7838318,0.016978383,9.39291E-07,3.88672E-07,3.23893E-07,2.91504E-07,3.88672E-07,3.59522E-07
BRR F2 LC,2014-02-12,2013,BRR,F,2,L,C,BRR F2 LC,44,1.9163,2.849,2.809,2.783,2.76,2.738,2.716,2.377,0.4607,0.9327,102.4527892,92,0.94,3.1584564,290.5779888,0.029057799,7.57E-07,4.9205E-07,4.35275E-07,4.1635E-07,4.1635E-07,5.26115E-07
BRR F2 LC,2014-02-13,2013,BRR,F,2,L,C,BRR F2 LC,25,1.8373,2.178,2.121,2.111,2.102,2.092,2.081,2.011,0.1737,0.3407,96.1427749,40,0.695,2.3352417,93.409668,0.009340967,3.35569E-06,5.88717E-07,5.29845E-07,5.88717E-07,6.47589E-07,5.06297E-07
BRR F2 WA,2014-02-12,2013,BRR,F,2,W,A,BRR F2 WA,32.8,1.8644,2.369,2.343,2.33,2.318,2.311,2.304,2.103,0.2386,0.5046,111.4836547,58,1.0965,3.68430579,213.6897358,0.021368974,6.69095E-07,3.34548E-07,3.08813E-07,1.80141E-07,1.80141E-07,4.58073E-07
BRR F2 WA,2014-02-13,2013,BRR,F,2,W,A,BRR F2 WA,20,1.9084,2.241,2.221,2.211,2.202,2.19,2.183,2.074,0.1656,0.3326,100.8454106,52,0.705,2.3688423,123.1797996,0.01231798,8.92871E-07,4.46436E-07,4.01792E-07,5.35723E-07,3.12505E-07,5.17865E-07
BRR F2 WC,2014-02-12,2013,BRR,F,2,W,C,BRR F2 WC,16,1.8771,2.151,2.143,2.137,2.128,2.126,2.12,2.012,0.1349,0.2739,103.0392884,35,0.955,3.2088573,112.3100055,0.011231001,3.91715E-07,2.93786E-07,4.40679E-07,9.79287E-08,2.93786E-07,4.01508E-07
BRR F2 WC,2014-02-13,2013,BRR,F,2,W,C,BRR F2 WC,24,1.9213,2.473,2.448,2.432,2.421,2.41,2.398,2.201,0.2797,0.5517,97.24705041,58,0.77,2.5872462,150.0602796,0.015006028,9.16163E-07,5.86344E-07,4.03112E-07,4.03112E-07,4.39758E-07,6.11997E-07
BRR F2 WS,2014-02-12,2013,BRR,F,2,W,S,BRR F2 WS,31,1.9821,2.385,2.369,2.357,2.346,2.338,2.33,2.174,0.1919,0.4029,109.9531006,58,0.985,3.3096591,191.9602278,0.019196023,4.5836E-07,3.4377E-07,3.15123E-07,2.2918E-07,2.2918E-07,4.29713E-07
BRR F2 WS,2014-02-13,2013,BRR,F,2,W,S,BRR F2 WS,19,1.9655,2.321,2.304,2.296,2.288,2.279,2.271,2.133,0.1675,0.3555,112.238806,42,1.02,3.4272612,143.9449704,0.014394497,6.49458E-07,3.05627E-07,3.05627E-07,3.4383E-07,3.05627E-07,3.01807E-07
BRR F3 LA,2014-02-12,2013,BRR,F,3,L,A,BRR F3 LA,29.7,1.9423,2.498,2.481,2.467,2.459,2.449,2.442,2.205,0.2627,0.5557,111.5340693,60,1.096,3.68262576,220.9575456,0.022095755,4.23096E-07,3.48432E-07,1.99104E-07,2.4888E-07,1.74216E-07,4.08163E-07
BRR F3 LA,2014-02-13,2013,BRR,F,3,L,A,BRR F3 LA,21,1.9068,2.521,2.49,2.471,2.459,2.444,2.433,2.201,0.2942,0.6142,108.7695445,50,0.67,2.2512402,112.56201,0.011256201,1.5145E-06,9.2824E-07,5.86257E-07,7.32821E-07,5.37402E-07,1.05526E-06
BRR F3 LC,2014-02-12,2013,BRR,F,3,L,C,BRR F3 LC,23.7,1.7596,2.312,2.297,2.286,2.278,2.269,2.257,2.027,0.2674,0.5524,106.5818998,46,0.9935,3.33821961,153.5581021,0.01535581,5.37176E-07,3.93929E-07,2.86494E-07,3.22306E-07,4.29741E-07,3.07981E-07
BRR F3 LC,2014-02-13,2013,BRR,F,3,L,C,BRR F3 LC,18,1.7978,2.315,2.285,2.266,2.258,2.247,2.236,2.055,0.2572,0.5172,101.088647,39,0.635,2.1336381,83.2118859,0.008321189,1.9826E-06,1.25564E-06,5.28692E-07,7.26952E-07,7.26952E-07,1.2953E-06
BRR F3 LS,2014-02-12,2013,BRR,F,3,L,S,BRR F3 LS,12.3,1.8499,2.025,2.019,2.015,2.011,2.006,2.002,1.931,0.0811,0.1751,115.9062885,31,0.896,3.01061376,93.32902656,0.009332903,3.53535E-07,2.3569E-07,2.3569E-07,2.94613E-07,2.3569E-07,2.29798E-07
BRR F3 LS,2014-02-13,2013,BRR,F,3,L,S,BRR F3 LS,11,1.939,2.136,2.123,2.113,2.106,2.103,2.098,2.032,0.093,0.197,111.827957,23,0.69,2.3184414,53.3241522,0.005332415,1.34066E-06,1.03127E-06,7.21892E-07,3.09382E-07,5.15637E-07,1.33034E-06
BRR F3 WA,2014-02-12,2013,BRR,F,3,W,A,BRR F3 WA,20.2,1.9101,2.257,2.247,2.24,2.228,2.222,2.214,2.072,0.1619,0.3469,114.2680667,36,1.116,3.74982696,134.9937706,0.013499377,4.07366E-07,2.85156E-07,4.88839E-07,2.44419E-07,3.25893E-07,3.7885E-07
BRR F3 WA,2014-02-13,2013,BRR,F,3,W,A,BRR F3 WA,20,1.8706,2.492,2.458,2.439,2.428,2.42,2.407,2.17,0.2994,0.6214,107.5484302,51,0.835,2.8056501,143.0881551,0.014308816,1.30669E-06,7.30211E-07,4.22754E-07,3.07457E-07,4.99618E-07,7.72486E-07
BRR F3 WC,2014-02-12,2013,BRR,F,3,W,C,BRR F3 WC,38.7,1.9903,2.616,2.589,2.569,2.55,2.529,2.51,2.332,0.3417,0.6257,83.11384255,63,0.9665,3.24749799,204.5923734,0.020459237,7.25726E-07,5.37575E-07,5.10696E-07,5.64454E-07,5.10696E-07,5.40263E-07
BRR F3 WC,2014-02-13,2013,BRR,F,3,W,C,BRR F3 WC,30,1.873,2.775,2.728,2.699,2.681,2.664,2.644,2.312,0.439,0.902,105.4669704,53,0.9,3.024054,160.274862,0.016027486,1.61262E-06,9.95018E-07,6.17597E-07,5.83286E-07,6.86219E-07,1.05678E-06
BRR F3 WS,2014-02-13,2013,BRR,F,3,W,S,BRR F3 WS,35.4,1.9624,2.548,2.511,2.498,2.489,2.48,2.47,2.24,0.2776,0.5856,110.9510086,76,0.82,2.7552492,209.3989392,0.020939894,9.71685E-07,3.41403E-07,2.36356E-07,2.36356E-07,2.62618E-07,3.51908E-07
BRR F4 LA,2014-02-12,2013,BRR,F,4,L,A,BRR F4 LA,28,1.8369,2.605,2.57,2.531,2.517,2.501,2.486,2.119,0.2821,0.7681,172.2793336,64,1.335,4.4856801,287.0835264,0.028708353,6.70437E-07,7.47059E-07,2.68175E-07,3.06486E-07,2.8733E-07,8.71568E-07
BRR F4 LA,2014-02-13,2013,BRR,F,4,L,A,BRR F4 LA,30,1.8849,2.929,2.893,2.877,2.86,2.845,2.828,2.345,0.4601,1.0441,126.9289285,71,1.505,5.0568903,359.0392113,0.035903921,5.5139E-07,2.45062E-07,2.60379E-07,2.29746E-07,2.60379E-07,2.43531E-07
BRR F4 LC,2014-02-12,2013,BRR,F,4,L,C,BRR F4 LC,30,1.9518,2.923,2.888,2.843,2.822,2.804,2.785,2.436,0.4842,0.9712,100.5782734,74,1.16,3.8976696,288.4275504,0.028842755,6.67313E-07,8.57974E-07,4.00388E-07,3.4319E-07,3.62256E-07,1.03148E-06
BRR F4 LC,2014-02-13,2013,BRR,F,4,L,C,BRR F4 LC,39,1.8445,3.193,3.148,3.116,3.091,3.064,3.035,2.463,0.6185,1.3485,118.0274859,105,1.0575,3.55326345,373.0926623,0.037309266,6.63276E-07,4.71663E-07,3.68487E-07,3.97965E-07,4.27444E-07,4.52501E-07
BRR F4 LS,2014-02-13,2013,BRR,F,4,L,S,BRR F4 LS,35,1.8293,2.897,2.826,2.799,2.78,2.761,2.738,2.283,0.4537,1.0677,135.331717,91,1.295,4.3512777,395.9662707,0.039596627,9.86049E-07,3.74976E-07,2.63872E-07,2.63872E-07,3.19424E-07,3.63866E-07
BRR F4 WA,2014-02-12,2013,BRR,F,4,W,A,BRR F4 WA,37.6,1.9591,3.168,3.115,3.087,3.06,3.038,3.017,2.523,0.5639,1.2089,114.3819826,74,1.5785,5.30385471,392.4852485,0.039248525,7.42593E-07,3.92313E-07,3.78302E-07,3.08246E-07,2.94235E-07,4.70776E-07
BRR F4 WA,2014-02-13,2013,BRR,F,4,W,A,BRR F4 WA,23,1.7963,2.374,2.333,2.322,2.312,2.306,2.296,2.048,0.2517,0.5777,129.519269,60,1.175,3.9480705,236.88423,0.023688423,9.51801E-07,2.55361E-07,2.32147E-07,1.39288E-07,2.32147E-07,2.71611E-07
BRR F4 WC,2014-02-12,2013,BRR,F,4,W,C,BRR F4 WC,31,1.9187,3.015,2.979,2.953,2.93,2.911,2.892,2.437,0.5183,1.0963,111.5184256,69,1.185,3.9816711,274.7353059,0.027473531,7.20587E-07,5.20424E-07,4.60375E-07,3.8031E-07,3.8031E-07,6.10497E-07
BRR F4 WC,2014-02-13,2013,BRR,F,4,W,C,BRR F4 WC,25.4,1.8763,2.561,2.529,2.515,2.502,2.492,2.474,2.187,0.3107,0.6847,120.3733505,65,1.015,3.4104609,221.6799585,0.022167996,7.9382E-07,3.47296E-07,3.22489E-07,2.48069E-07,4.46524E-07,2.62953E-07
BRR F4 WS,2014-02-13,2013,BRR,F,4,W,S,BRR F4 WS,47,1.9018,3.047,2.977,2.958,2.942,2.929,2.911,2.41,0.5082,1.1452,125.3443526,106,0.945,3.1752567,336.5772102,0.033657721,1.1437E-06,3.10433E-07,2.61417E-07,2.12401E-07,2.94094E-07,3.03897E-07
BRR F5 LA,2014-02-12,2013,BRR,F,5,L,A,BRR F5 LA,38.7,1.8468,2.733,2.695,2.675,2.659,2.643,2.627,2.27,0.4232,0.8862,109.4045369,75,1.0915,3.66750549,275.0629118,0.027506291,7.59714E-07,3.99849E-07,3.19879E-07,3.19879E-07,3.19879E-07,4.2384E-07
BRR F5 LA,2014-02-13,2013,BRR,F,5,L,A,BRR F5 LA,22,1.8416,2.403,2.282,2.272,2.26,2.25,2.243,2.051,0.2094,0.5614,168.0993314,64,0.95,3.192057,204.291648,0.020429165,3.25711E-06,2.69183E-07,3.2302E-07,2.69183E-07,1.88428E-07,3.66089E-07
BRR F5 LC,2014-02-12,2013,BRR,F,5,L,C,BRR F5 LC,32,1.8996,2.76,2.725,2.702,2.681,2.664,2.647,2.316,0.4164,0.8604,106.6282421,99,0.85,2.856051,282.749049,0.028274905,6.80715E-07,4.47327E-07,4.08429E-07,3.30633E-07,3.30633E-07,5.29013E-07
BRR F5 LC,2014-02-13,2013,BRR,F,5,L,C,BRR F5 LC,42,1.9068,2.922,2.795,2.751,2.728,2.708,2.685,2.348,0.4412,1.0152,130.099728,118,0.89,2.9904534,352.8735012,0.03528735,1.97917E-06,6.85697E-07,3.58432E-07,3.1168E-07,3.58432E-07,7.88551E-07
BRR F5 LS,2014-02-12,2013,BRR,F,5,L,S,BRR F5 LS,19,1.9626,2.324,2.31,2.302,2.294,2.288,2.282,2.131,0.1684,0.3614,114.608076,38,0.995,3.3432597,127.0438686,0.012704387,6.06E-07,3.46286E-07,3.46286E-07,2.59714E-07,2.59714E-07,4.242E-07
BRR F5 LS,2014-02-13,2013,BRR,F,5,L,S,BRR F5 LS,16,1.9435,2.127,2.115,2.11,2.104,2.101,2.096,2.027,0.0835,0.1835,119.760479,49,0.655,2.2008393,107.8411257,0.010784113,6.11921E-07,2.54967E-07,3.0596E-07,1.5298E-07,2.54967E-07,2.95762E-07
BRR F5 WA,2014-02-12,2013,BRR,F,5,W,A,BRR F5 WA,26.6,1.8984,2.416,2.392,2.378,2.359,2.346,2.329,2.141,0.2426,0.5176,113.3553174,56,0.9905,3.32813943,186.3758081,0.018637581,7.08141E-07,4.13083E-07,5.60612E-07,3.83577E-07,5.016E-07,4.33737E-07
BRR F5 WA,2014-02-13,2013,BRR,F,5,W,A,BRR F5 WA,13,1.9336,2.204,2.184,2.173,2.166,2.158,2.154,2.061,0.1274,0.2704,112.244898,34,0.81,2.7216486,92.5360524,0.009253605,1.18855E-06,6.53702E-07,4.15992E-07,4.7542E-07,2.3771E-07,8.61699E-07
BRR F5 WC,2014-02-12,2013,BRR,F,5,W,C,BRR F5 WC,11,1.8387,2.163,2.15,2.143,2.132,2.125,2.118,1.994,0.1553,0.3243,108.8216355,40,0.785,2.6376471,105.505884,0.010550588,6.77587E-07,3.64854E-07,5.73343E-07,3.64854E-07,3.64854E-07,4.89947E-07
BRR F5 WC,2014-02-13,2013,BRR,F,5,W,C,BRR F5 WC,42,1.9413,2.951,2.907,2.88,2.858,2.843,2.821,2.394,0.4527,1.0097,123.0395405,88,1.0225,3.43566135,302.3381988,0.03023382,8.0031E-07,4.91099E-07,4.00155E-07,2.72833E-07,4.00155E-07,5.31114E-07
BRR F5 WS,2014-02-12,2013,BRR,F,5,W,S,BRR F5 WS,33.4,1.9183,2.577,2.547,2.534,2.519,2.507,2.494,2.229,0.3107,0.6587,112.0051497,64,1.1085,3.72462651,238.3760966,0.02383761,6.92081E-07,2.99902E-07,3.4604E-07,2.76832E-07,2.99902E-07,3.29892E-07
BRR F5 WS,2014-02-13,2013,BRR,F,5,W,S,BRR F5 WS,24,1.7625,2.116,2.098,2.088,2.079,2.074,2.066,1.924,0.1615,0.3535,118.8854489,70,0.68,2.2848408,159.938856,0.015993886,6.18895E-07,3.4383E-07,3.09447E-07,1.71915E-07,2.75064E-07,3.95405E-07
BSW F1 LC,2013-09-26,2013,BSW,F,1,L,C,BSW F1 LC,14,2.0453,2.3896,2.37,2.3626,2.357,2.352,2.347,2.21,0.1647,0.3443,109.0467517,35,0.965,3.2424579,113.4860265,0.011348603,9.49756E-07,3.58581E-07,2.71359E-07,2.42285E-07,2.42285E-07,4.10915E-07
BSW F1 WA,2013-09-26,2013,BSW,F,1,W,A,BSW F1 WA,14,2.0442,2.3296,2.31,2.3017,2.297,2.292,2.288,2.1878,0.1436,0.2854,98.74651811,28,0.935,3.1416561,87.9663708,0.008796637,1.22529E-06,5.18871E-07,2.93819E-07,3.12573E-07,2.50059E-07,6.1952E-07
BSW F1 WC,2013-09-26,2013,BSW,F,1,W,C,BSW F1 WC,10,2.0841,2.2914,2.28,2.2738,2.272,2.266,2.263,2.1864,0.1023,0.2073,102.6392962,29,0.845,2.8392507,82.3382703,0.008233827,7.6138E-07,4.14084E-07,1.20218E-07,4.00726E-07,2.00363E-07,4.10077E-07
BSW F1 WS,2013-09-26,2013,BSW,F,1,W,S,BSW F1 WS,15,2.0751,2.2823,2.27,2.2587,2.254,2.25,2.246,2.186,0.1109,0.2072,86.83498647,22,0.845,2.8392507,62.4635154,0.006246352,1.08287E-06,9.94833E-07,4.1378E-07,3.52153E-07,3.52153E-07,1.22461E-06
BSW F2 LC,2013-09-26,2013,BSW,F,2,L,C,BSW F2 LC,19,2.1267,2.5054,2.49,2.4789,2.473,2.466,2.46,2.3289,0.2022,0.3787,87.28981207,66,0.75,2.520045,166.32297,0.016632297,5.09175E-07,3.67003E-07,1.95073E-07,2.31443E-07,1.9838E-07,4.12299E-07
BSW F2 WC,2013-09-26,2013,BSW,F,2,W,C,BSW F2 WC,10,2.0402,2.1409,2.14,2.1308,2.13,2.127,2.126,2.088,0.0478,0.1007,110.6694561,25,0.53,1.7808318,44.520795,0.00445208,1.11168E-07,1.13638E-06,9.88156E-08,3.70558E-07,1.23519E-07,1.40071E-06
BSW F3 LA,2013-09-26,2013,BSW,F,3,L,A,BSW F3 LA,6,2.0732,2.3758,2.33,2.3293,2.327,2.324,2.321,2.2876,0.2144,0.3026,41.1380597,42,0.625,2.1000375,88.201575,0.008820158,2.85553E-06,4.36435E-08,1.434E-07,1.87044E-07,1.87044E-07,2.55626E-08
BSW F3 LC,2013-09-26,2013,BSW,F,3,L,C,BSW F3 LC,11,2.089,2.2922,2.28,2.2736,2.271,2.267,2.261,2.1861,0.0971,0.2032,109.2687951,31,0.73,2.4528438,76.0381578,0.007603816,8.82321E-07,4.62857E-07,1.88036E-07,2.89286E-07,4.33928E-07,3.38464E-07
BSW F3 LS,2013-09-26,2013,BSW,F,3,L,S,BSW F3 LS,17,2.0867,2.3854,2.36,2.3506,2.346,2.34,2.333,2.2271,0.1404,0.2987,112.7492877,38,0.89,2.9904534,113.6372292,0.011363723,1.22917E-06,4.54889E-07,2.22605E-07,2.90355E-07,3.38747E-07,4.24886E-07
BSW F3 WA,2013-09-26,2013,BSW,F,3,W,A,BSW F3 WA,12,2.0617,2.148,2.14,2.1338,2.132,2.13,2.129,2.0845,0.0228,0.0863,278.5087719,43,0.76,2.5536456,109.8067608,0.010980676,4.00645E-07,3.105E-07,9.0145E-08,1.00161E-07,5.00806E-08,4.07656E-07
BSW F3 WC,2013-09-26,2013,BSW,F,3,W,C,BSW F3 WC,21,2.0424,2.659,2.6,2.5805,2.572,2.562,2.555,2.3085,0.2661,0.6166,131.7173995,58,0.985,3.3096591,191.9602278,0.019196023,1.6902E-06,5.58627E-07,2.43504E-07,2.86475E-07,2.00533E-07,6.83243E-07
BSW F3 WS,2013-09-26,2013,BSW,F,3,W,S,BSW F3 WS,16,2.0813,2.2202,2.21,2.2024,2.2,2.195,2.191,2.1567,0.0754,0.1389,84.21750663,20,0.755,2.5368453,50.736906,0.005073691,1.10554E-06,8.23736E-07,2.60127E-07,5.41931E-07,4.33545E-07,8.25904E-07
BSW F4 LA,2013-09-26,2013,BSW,F,4,L,A,BSW F4 LA,14,2.0683,2.3551,2.32,2.3112,2.305,2.298,2.292,2.1962,0.1279,0.2868,124.2376857,40,0.915,3.0744549,122.978196,0.01229782,1.56956E-06,3.93507E-07,2.77244E-07,3.13017E-07,2.683E-07,4.31964E-07
BSW F4 LC,2013-09-26,2013,BSW,F,4,L,C,BSW F4 LC,13,2.1014,2.2874,2.28,2.2714,2.268,2.265,2.263,2.1915,0.0901,0.186,106.4372919,33,0.815,2.7384489,90.3688137,0.009036881,4.5031E-07,5.23333E-07,2.06899E-07,1.82558E-07,1.21705E-07,6.88852E-07
BSW F4 LS,2013-09-26,2013,BSW,F,4,L,S,BSW F4 LS,9,2.0847,2.1586,2.15,2.1425,2.142,2.139,2.137,2.1221,0.0374,0.0739,97.59358289,10,0.718181818,2.413134,24.13134,0.002413134,1.95982E-06,1.70914E-06,1.13943E-07,6.83657E-07,4.55771E-07,1.85727E-06
BSW F4 WA,2013-09-26,2013,BSW,F,4,W,A,BSW F4 WA,17,2.0233,2.2663,2.25,2.2351,2.232,2.226,2.223,2.1132,0.0899,0.243,170.3003337,40,0.765,2.5704459,102.817836,0.010281784,8.71801E-07,7.96923E-07,1.65803E-07,3.20908E-07,1.60454E-07,9.75027E-07
BSW F4 WC,2013-09-26,2013,BSW,F,4,W,C,BSW F4 WC,16,2.0698,2.2133,2.2,2.1978,2.194,2.192,2.189,2.1445,0.0747,0.1435,92.10174029,26,0.685,2.3016411,59.8426686,0.005984267,1.22219E-06,2.02167E-07,3.49197E-07,1.83788E-07,2.75682E-07,2.33411E-07
BSW F5 LA,2013-09-26,2013,BSW,F,5,L,A,BSW F5 LA,11.5,2.0583,2.2078,2.2,2.1941,2.191,2.187,2.185,2.128,0.0697,0.1495,114.4906743,23,0.815,2.7384489,62.9843247,0.006298432,6.81021E-07,5.15131E-07,2.70662E-07,3.49241E-07,1.74621E-07,6.57447E-07
BSW F5 LC,2013-09-26,2013,BSW,F,5,L,C,BSW F5 LC,10,2.0392,2.1262,2.12,2.1152,2.113,2.1129,2.1128,2.0803,0.0411,0.087,111.6788321,15,0.653333333,2.1952392,32.928588,0.003292859,1.03542E-06,8.01616E-07,3.67407E-07,1.67003E-08,1.67003E-08,1.24752E-06
BSW F5 LS,2013-09-26,2013,BSW,F,5,L,S,BSW F5 LS,18,2.0834,2.3281,2.31,2.3078,2.305,2.301,2.3,2.2022,0.1188,0.2447,105.976431,55,0.64,2.1504384,118.274112,0.011827411,8.41564E-07,1.0229E-07,1.30187E-07,1.85981E-07,4.64953E-08,1.55294E-07
BSW F5 WA,2013-09-26,2013,BSW,F,5,W,A,BSW F5 WA,8.5,2.0764,2.3005,2.29,2.2808,2.277,2.273,2.269,2.1132,0.0368,0.2241,508.9673913,13,0.753846154,2.532968308,32.928588,0.003292859,1.75354E-06,1.53643E-06,6.34613E-07,6.68013E-07,6.68013E-07,1.77692E-06
BSW F5 WC,2013-09-26,2013,BSW,F,5,W,C,BSW F5 WC,13,2.1174,2.3169,2.3,2.2971,2.293,2.288,2.285,2.2101,0.0927,0.1995,115.210356,29,0.87,2.9232522,84.7743138,0.008477431,1.09628E-06,1.88119E-07,2.65961E-07,3.24343E-07,1.94606E-07,2.16012E-07
BSW F5 WS,2013-09-26,2013,BSW,F,5,W,S,BSW F5 WS,21,2.0748,2.4375,2.38,2.3665,2.36,2.35,2.344,2.245,0.1702,0.3627,113.1022327,59,0.77,2.5872462,152.6475258,0.015264753,2.07146E-06,4.86343E-07,2.34165E-07,3.60254E-07,2.16152E-07,5.63797E-07
MLK F1 LA,2013-09-25,2013,MLK,F,1,L,A,MLK F1 LA,16.8,1.8742,2.2381,2.2239,2.2181,2.2137,2.207,2.2015,2.0454,0.1712,0.3639,112.5584112,39,1.09,3.6624654,142.8361506,0.014283615,5.46699E-07,2.233E-07,1.694E-07,2.5795E-07,2.1175E-07,1.96735E-07
MLK F1 LC,2013-09-25,2013,MLK,F,1,L,C,MLK F1 LC,21.5,1.8921,2.3949,2.3587,2.348,2.3382,2.3264,2.318,2.1212,0.2291,0.5028,119.4674814,64,0.93,3.1248558,199.9907712,0.019999077,9.95398E-07,2.9422E-07,2.69472E-07,3.24467E-07,2.30976E-07,3.26942E-07
MLK F1 WA,2013-09-25,2013,MLK,F,1,W,A,MLK F1 WA,18.9,0.00019342,2.3087,2.2563,2.2481,2.2374,2.2245,2.2161,2.0897,2.08950658,2.30850658,10.4809433,48,0.945,3.1752567,152.4123216,0.015241232,1.89064E-06,2.95864E-07,3.86066E-07,4.65445E-07,3.0308E-07,3.27254E-07
MLK F1 WC,2013-09-25,2013,MLK,F,1,W,C,MLK F1 WC,22.9,0.00019435,2.3751,2.327,2.3134,2.3089,2.2861,2.2802,2.1398,2.13960565,2.37490565,10.99735365,54,0.95,3.192057,172.371078,0.017237108,1.53454E-06,4.33883E-07,1.43564E-07,7.27392E-07,1.88229E-07,4.26865E-07
MLK F1 WS,2013-09-25,2013,MLK,F,1,W,S,MLK F1 WS,24.3,1.9157,2.4246,2.384,2.3735,2.3627,2.3506,2.342,2.1455,0.2298,0.5089,121.4534378,75,0.88,2.9568528,221.76396,0.022176396,1.00678E-06,2.60373E-07,2.67813E-07,3.00049E-07,2.13258E-07,2.98562E-07
MLK F2 LA,2013-09-25,2013,MLK,F,2,L,A,MLK F2 LA,26,1.9346,2.3789,2.3547,2.3419,2.3281,2.3175,2.3094,2.1381,0.2035,0.4443,118.3292383,58,0.8,2.688048,155.906784,0.015590678,8.53589E-07,4.51485E-07,4.86757E-07,3.73886E-07,2.85705E-07,6.13032E-07
MLK F2 LC,2013-09-25,2013,MLK,F,2,L,C,MLK F2 LC,15.3,1.9058,2.1797,2.1644,2.1535,2.1447,2.137,2.1313,2.0343,0.1285,0.2739,113.151751,47,0.7,2.352042,110.545974,0.011054597,7.61109E-07,5.42228E-07,4.37762E-07,3.83042E-07,2.8355E-07,7.02409E-07
MLK F2 LS,2013-09-25,2013,MLK,F,2,L,S,MLK F2 LS,12.2,1.9413,2.1073,2.0952,2.0902,2.0858,2.0812,2.0794,2.0186,0.0773,0.166,114.7477361,32,0.695,2.3352417,74.7277344,0.007472773,8.90434E-07,3.67948E-07,3.23794E-07,3.38512E-07,1.32461E-07,5.32789E-07
MLK F2 WA,2013-09-25,2013,MLK,F,2,W,A,MLK F2 WA,1,1.8541,1.9253,1.9208,1.9192,1.9172,1.9151,1.9149,1.882,0.0279,0.0712,155.1971326,13,0.823076923,2.765587846,35.952642,0.003595264,6.88304E-07,2.4473E-07,3.05913E-07,3.21208E-07,3.05913E-08,4.45103E-07
MLK F2 WC,2013-09-25,2013,MLK,F,2,W,C,MLK F2 WC,13.5,1.9354,2.1646,2.1541,2.1494,2.1396,2.1338,2.1286,2.0405,0.1051,0.2292,118.0780209,37,0.745,2.5032447,92.6200539,0.009262005,6.23423E-07,2.79056E-07,5.81861E-07,3.44367E-07,3.08743E-07,4.30459E-07
MLK F2 WS,2013-09-25,2013,MLK,F,2,W,S,MLK F2 WS,15.4,1.873,2.0863,2.0774,2.0719,2.0667,2.0626,2.0583,1.9711,0.0981,0.2133,117.4311927,41,0.755,2.5368453,104.0106573,0.010401066,4.70555E-07,2.90792E-07,2.74931E-07,2.16773E-07,2.27347E-07,3.39434E-07
MLK F3 LA,2013-09-25,2013,MLK,F,3,L,A,MLK F3 LA,22.5,0.8979,2.297,2.2654,2.2586,2.2504,2.2442,2.2372,2.0494,1.1515,1.3991,21.50238819,61,0.79,2.6544474,161.9212914,0.016192129,1.0732E-06,2.30942E-07,2.78489E-07,2.10565E-07,2.37735E-07,2.56074E-07
