CODE,SOT,year,Site,Zone,Tree #,Aspect,Height,CODE,Stem length,Tray mass (g),SOT+0 (m/g),SOT+1 (m/g),SOT+2 (m/g),SOT+3 (m/g),SOT+4 (m/g),SOT+5 (m/g),Dry weight,Fresh wgt,Dry wgt,H2O content,Total needles,MEAN (cm),SA/leaf (cm2),SA total (cm2),SA total (m2),1,2,3,4,5,gmin
WSU F3 LA,2018-03-02,2018,WSU,F,3,L,A,WSU F3 LA,18.5,2.2639,2.7371,2.7191,2.7084,2.6998,2.6908,2.6827,2.4812,0.4732,0.2173,117.7634607,49,0.94,3.1584564,154.7643636,0.015476436,6.40293E-07,3.62513E-07,3.01738E-07,3.30106E-07,2.82684E-07,3.93152E-07
WSU F3 LC,2018-03-02,2018,WSU,F,3,L,C,WSU F3 LC,18.1,2.4456,2.9134,2.8968,2.8862,2.8758,2.8683,2.8607,2.6068,0.4678,0.1612,190.1985112,45,1.01,3.3936606,152.714727,0.015271473,5.98498E-07,3.63933E-07,3.69747E-07,2.7877E-07,2.68872E-07,4.51987E-07
WSU F3 LS,2018-03-02,2018,WSU,F,3,L,S,WSU F3 LS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WSU F3 WA,2018-03-02,2018,WSU,F,3,W,A,WSU F3 WA,13.4,2.2656,2.5167,2.506,2.499,2.4927,2.4871,2.4811,2.3797,0.2511,0.1141,120.0701139,28,0.83,2.7888498,78.0877944,0.007808779,7.54307E-07,4.70004E-07,4.38041E-07,4.07043E-07,4.15141E-07,5.01013E-07
WSU F3 WC,2018-03-02,2018,WSU,F,3,W,C,WSU F3 WC,15.9,2.2746,2.6564,2.6421,2.6342,2.6266,2.6207,2.6126,2.4531,0.3818,0.1785,113.8935574,33,0.98,3.2928588,108.6643404,0.010866434,7.24544E-07,3.81181E-07,3.79707E-07,3.08192E-07,4.02736E-07,3.70352E-07
WSU F3 WS,2018-03-02,2018,WSU,F,3,W,S,WSU F3 WS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WSU F4 LA,2018-03-02,2018,WSU,F,4,L,A,WSU F4 LA,19.4,2.0399,2.2737,2.2642,2.26,2.2553,2.2519,2.2479,2.1492,0.2338,0.1093,113.9066789,41,0.55,1.848033,75.769353,0.007576935,7.00249E-07,2.92039E-07,3.33561E-07,2.55041E-07,2.79106E-07,3.30999E-07
WSU F4 LC,2018-03-02,2018,WSU,F,4,L,C,WSU F4 LC,24.8,2.2768,2.822,2.8017,2.7898,2.7786,2.7698,2.7597,2.5473,0.5452,0.2705,101.5526802,62,0.99,3.3264594,206.2404828,0.020624048,5.49686E-07,3.03979E-07,2.92068E-07,2.4246E-07,2.58951E-07,3.39007E-07
WSU F4 LS,2018-03-02,2018,WSU,F,4,L,S,WSU F4 LS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WSU F4 WA,2018-03-02,2018,WSU,F,4,W,A,WSU F4 WA,29.8,2.2734,2.9795,2.957,2.9452,2.9349,2.9262,2.9179,2.6156,0.7061,0.3422,106.3413209,74,0.96,3.2256576,238.6986624,0.023869866,5.20142E-07,2.59392E-07,2.34336E-07,2.06864E-07,1.87826E-07,3.06865E-07
WSU F4 WC,2018-03-02,2018,WSU,F,4,W,C,WSU F4 WC,20.7,2.2732,2.6588,2.6478,2.6403,2.6338,2.6279,2.6228,2.4599,0.3856,0.1867,106.5345474,64,0.67,2.2512402,144.0793728,0.014407937,4.21261E-07,2.72958E-07,2.44993E-07,2.32415E-07,1.9121E-07,3.25631E-07
WSU F4 WS,2018-03-02,2018,WSU,F,4,W,S,WSU F4 WS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WSU F5 LA,2018-03-02,2018,WSU,F,5,L,A,WSU F5 LA,20.6,2.0792,2.4565,2.4335,2.4188,2.4087,2.4003,2.3909,2.2508,0.3773,0.1716,119.8717949,36,0.97,3.2592582,117.3332952,0.01173333,1.09537E-06,6.60192E-07,4.62867E-07,4.06881E-07,4.23669E-07,7.56347E-07
WSU F5 LC,2018-03-02,2018,WSU,F,5,L,C,WSU F5 LC,23.8,2.2011,2.7284,2.7014,2.6861,2.6731,2.6646,2.6539,2.4336,0.5273,0.2325,126.7956989,46,1.13,3.7968678,174.6559188,0.017465592,8.63617E-07,4.61607E-07,4.0024E-07,2.76575E-07,3.23982E-07,5.53391E-07
WSU F5 LS,2018-03-02,2018,WSU,F,5,L,S,WSU F5 LS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WSU F5 WA,2018-03-02,2018,WSU,F,5,W,A,WSU F5 WA,12.6,2.5024,2.635,2.6282,2.6229,2.6184,2.6152,2.611,2.5617,0.1326,0.0593,123.608769,21,0.95,3.192057,67.033197,0.00670332,5.66927E-07,4.16611E-07,3.60955E-07,2.71302E-07,3.31329E-07,4.65974E-07
WSU F5 WC,2018-03-02,2018,WSU,F,5,W,C,WSU F5 WC,16.9,2.3649,2.7247,2.7063,2.6947,2.6837,2.6752,2.6653,2.5322,0.3598,0.1673,115.0627615,38,0.93,3.1248558,118.7445204,0.011874452,8.65517E-07,5.14695E-07,4.98053E-07,4.06865E-07,4.40862E-07,5.74559E-07
WSU F5 WS,2018-03-02,2018,WSU,F,5,W,S,WSU F5 WS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AIR F1 LA,2019-09-25,2019,AIR,F,1,L,A,AIR F1 LA,25.8,2.1615,2.5468,2.4563,2.4045,2.3893,2.3854,2.382,2.3669,0.3853,0.2054,87.58519961,54,0.78,2.6208468,141.5257272,0.014152573,5.68528E-06,2.89167E-06,7.62039E-07,2.20099E-07,1.7466E-07,4.05466E-06
AIR F1 LC,2019-09-25,2019,AIR,F,1,L,C,AIR F1 LC,23.1,2.4219,2.8151,2.729,2.677,2.6661,2.6615,2.658,2.6342,0.3932,0.2123,85.20960904,45,0.911,3.06101466,137.7456597,0.013774566,5.55637E-06,2.98232E-06,5.61452E-07,2.66721E-07,1.84733E-07,4.03943E-06
AIR F1 LS,2019-09-25,2019,AIR,F,1,L,S,AIR F1 LS,15,2.3829,2.5734,2.5588,2.5525,2.546,2.5413,2.5371,2.4771,0.1905,0.0942,102.2292994,28,0.93,3.1248558,87.4959624,0.008749596,1.48523E-06,5.68856E-07,5.27125E-07,4.28932E-07,3.49032E-07,7.33668E-07
AIR F1 WA,2019-09-25,2019,AIR,F,1,W,A,AIR F1 WA,17.7,2.3452,2.6124,2.6011,2.5939,2.5883,2.5841,2.5791,2.4696,0.2672,0.1244,114.7909968,32,0.999,3.35669994,107.4143981,0.01074144,9.349E-07,5.2951E-07,3.69913E-07,3.12295E-07,3.38413E-07,6.08351E-07
AIR F1 WC,2019-09-25,2019,AIR,F,1,W,C,AIR F1 WC,20.8,2.5034,2.9254,2.8624,2.8326,2.8205,2.8123,2.8042,2.7013,0.422,0.1979,113.2390096,38,1.033,3.47094198,131.8957952,0.01318958,4.24387E-06,1.7849E-06,6.50892E-07,4.9656E-07,4.46487E-07,2.30406E-06
AIR F1 WS,2019-09-25,2019,AIR,F,1,W,S,AIR F1 WS,20.46649874,2.291110024,2.5186,2.4914,2.4909,2.4896,2.4892,2.4888,2.39989748,0.227489976,0.108787456,109.1141613,49.86240786,0.8,2.688048,134.0325457,0.013403255,1.80385E-06,2.94692E-08,6.8818E-08,2.38351E-08,2.16977E-08,5.98591E-08
AIR F2 LA,2019-09-25,2019,AIR,F,2,L,A,AIR F2 LA,24.6,2.1805,2.6014,2.5801,2.5692,2.5572,2.5486,2.5389,2.3669,0.4209,0.1864,125.804721,53,0.91,3.0576546,162.0556938,0.016205569,1.17431E-06,5.31456E-07,5.25314E-07,4.23866E-07,4.35198E-07,6.15536E-07
AIR F2 LC,2019-09-25,2019,AIR,F,2,L,C,AIR F2 LC,25.9,1.1631,2.2062,2.17,2.1534,2.138,2.1276,2.1168,1.9153,1.0431,0.7522,38.67322521,64,0.916,3.07781496,196.9801574,0.019698016,1.6411E-06,6.65879E-07,5.54651E-07,4.21685E-07,3.98668E-07,8.37331E-07
AIR F2 LS,2019-09-25,2019,AIR,F,2,L,S,AIR F2 LS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AIR F2 WA,2019-09-25,2019,AIR,F,2,W,A,AIR F2 WA,20.46649874,2.291110024,2.6629,2.6416,2.6396,2.6363,2.6361,2.6354,2.498318255,0.371789976,0.207208231,79.42818886,49.86240786,0.8,2.688048,134.0325457,0.013403255,1.41567E-06,1.17904E-07,1.74661E-07,1.19183E-08,3.79728E-08,2.26502E-07
AIR F2 WC,2019-09-25,2019,AIR,F,2,W,C,AIR F2 WC,21.8,2.1722,2.4686,2.4422,2.4306,2.4183,2.4095,2.4008,2.3022,0.2964,0.13,128,45,0.797,2.67796782,120.5085519,0.012050855,1.94998E-06,7.60589E-07,7.2418E-07,5.83137E-07,5.24929E-07,9.45017E-07
AIR F2 WS,2019-09-25,2019,AIR,F,2,W,S,AIR F2 WS,19.9,2.446,2.7451,2.7169,2.7079,2.7003,2.6957,2.6901,2.5769,0.2991,0.1309,128.4950344,42,0.874,2.93669244,123.3410825,0.012334108,2.04115E-06,5.7658E-07,4.37099E-07,2.97905E-07,3.30111E-07,7.17935E-07
AIR F3 LA,2019-09-25,2019,AIR,F,3,L,A,AIR F3 LA,20,2.2754,2.5644,2.5435,2.5362,2.5287,2.5231,2.517,2.4066,0.289,0.1312,120.2743902,47,0.831,2.79220986,131.2338634,0.013123386,1.42689E-06,4.39574E-07,4.05458E-07,3.40816E-07,3.38029E-07,5.10217E-07
AIR F3 LC,2019-09-25,2019,AIR,F,3,L,C,AIR F3 LC,16.8,2.2196,2.5466,2.5295,2.5229,2.5152,2.5096,2.5044,2.3799,0.327,0.1603,103.992514,37,0.927,3.11477562,115.2466979,0.01152467,1.32833E-06,4.52481E-07,4.74037E-07,3.88109E-07,3.28114E-07,5.71345E-07
AIR F3 LS,2019-09-25,2019,AIR,F,3,L,S,AIR F3 LS,18.1,2.127,2.3003,2.2874,2.2833,2.2785,2.2755,2.2717,2.2068,0.1733,0.0798,117.1679198,31,0.859,2.88629154,89.47503774,0.008947504,1.29246E-06,3.62107E-07,3.80597E-07,2.67788E-07,3.08849E-07,4.2524E-07
AIR F3 WA,2019-09-25,2019,AIR,F,3,W,A,AIR F3 WA,18,2.4236,2.7405,2.7161,2.7036,2.6908,2.6817,2.6718,2.5702,0.3169,0.1466,116.1664393,39,0.922,3.09797532,120.8210375,0.012082104,1.80565E-06,8.17433E-07,7.51636E-07,6.01549E-07,5.95816E-07,9.76837E-07
AIR F3 WC,2019-09-25,2019,AIR,F,3,W,C,AIR F3 WC,21.9,1.9652,2.2995,2.2746,2.2634,2.2522,2.2443,2.2347,2.1149,0.3343,0.1497,123.3132933,45,0.827,2.77876962,125.0446329,0.012504463,1.78015E-06,7.0769E-07,6.35481E-07,5.04578E-07,5.5822E-07,8.04251E-07
AIR F3 WS,2019-09-25,2019,AIR,F,3,W,S,AIR F3 WS,20.46649874,2.291110024,2.314,2.3119,2.3106,2.3096,2.3091,2.3084,2.3,0.022889976,0.008889976,157.4807377,49.86240786,0.8,2.688048,134.0325457,0.013403255,1.40047E-07,7.66485E-08,5.29329E-08,2.97938E-08,3.79754E-08,9.80431E-08
AIR F4 LA,2019-09-25,2019,AIR,F,4,L,A,AIR F4 LA,17.7,2.337,2.75005,2.6618,2.5931,2.5546,2.5456,2.5416,2.5276,0.41305,0.1906,116.7103882,35,0.991,3.32981946,116.5436811,0.011654368,6.80762E-06,4.6608E-06,2.34394E-06,6.16594E-07,2.49655E-07,7.20402E-06
AIR F4 LC,2019-09-25,2019,AIR,F,4,L,C,AIR F4 LC,18.1,2.2527,2.5801,2.562,2.5545,2.5456,2.539,2.5319,2.3952,0.3274,0.1425,129.754386,40,0.784,2.63428704,105.3714816,0.010537148,1.54388E-06,5.62803E-07,5.99269E-07,5.0013E-07,4.90089E-07,6.4912E-07
AIR F4 LS,2019-09-25,2019,AIR,F,4,L,S,AIR F4 LS,29.3,2.482,3.2037,3.1532,3.1384,3.1232,3.1116,3.0987,2.7768,0.7217,0.2948,144.8100407,85,0.969,3.25589814,276.7513419,0.027675134,1.64457E-06,4.22873E-07,3.89663E-07,3.34676E-07,3.39074E-07,4.78806E-07
AIR F4 WA,2019-09-25,2019,AIR,F,4,W,A,AIR F4 WA,23.5,2.2998,2.9728,2.8861,2.7798,2.7459,2.7363,2.7262,2.6397,0.673,0.3399,97.99941159,80,0.916,3.07781496,246.2251968,0.02462252,3.16571E-06,3.4123E-06,9.76794E-07,3.11347E-07,2.98348E-07,4.75225E-06
AIR F4 WC,2019-09-25,2019,AIR,F,4,W,C,AIR F4 WC,17.5,2.0141,2.419,2.387,2.379,2.37,2.3633,2.3565,2.1798,0.4049,0.1657,144.3572722,41,0.899,3.02069394,123.8484515,0.012384845,2.31839E-06,5.10482E-07,5.15547E-07,4.32105E-07,3.9928E-07,6.1032E-07
AIR F4 WS,2019-09-25,2019,AIR,F,4,W,S,AIR F4 WS,20.46649874,2.291110024,2.502,2.5004,2.4995,2.4989,2.4982,2.4979,2.406006819,0.210889976,0.114896795,83.54731025,49.86240786,0.8,2.688048,134.0325457,0.013403255,1.07249E-07,5.30921E-08,3.17604E-08,4.17055E-08,1.62793E-08,7.0882E-08
AIR F5 LA,2019-09-25,2019,AIR,F,5,L,A,AIR F5 LA,17.7,2.3104,2.6067,2.5746,2.565,2.5576,2.5519,2.5467,2.4512,0.2963,0.1408,110.4403409,37,0.886,2.97701316,110.1494869,0.011014949,2.63342E-06,6.89299E-07,4.76634E-07,4.13179E-07,3.43388E-07,8.6604E-07
AIR F5 LC,2019-09-25,2019,AIR,F,5,L,C,AIR F5 LC,27.6,2.319,3.159,3.1012,3.0683,3.0446,3.0286,3.0111,2.7214,0.84,0.4024,108.7475149,77,1.062,3.56838372,274.7655464,0.027476555,1.89844E-06,9.47017E-07,6.11958E-07,4.64929E-07,4.63293E-07,1.18117E-06
AIR F5 LS,2019-09-25,2019,AIR,F,5,L,S,AIR F5 LS,23.4,2.2579,2.7236,2.6564,2.6319,2.6188,2.6105,2.6021,2.4771,0.4657,0.2192,112.4543796,40,1.123,3.77334738,150.9338952,0.01509339,4.02708E-06,1.28385E-06,6.15732E-07,4.39079E-07,4.04839E-07,1.67066E-06
AIR F5 WA,2019-09-25,2019,AIR,F,5,W,A,AIR F5 WA,24.9,2.159,2.6464,2.5733,2.5552,2.542,2.5331,2.5256,2.3752,0.4874,0.2162,125.439408,53,1.045,3.5112627,186.0969231,0.018609692,3.54249E-06,7.69153E-07,5.03207E-07,3.81863E-07,2.93161E-07,1.02911E-06
AIR F5 WC,2019-09-25,2019,AIR,F,5,W,C,AIR F5 WC,19.7,2.1431,2.5601,2.5298,2.5127,2.4931,2.4798,2.4675,2.3484,0.417,0.2053,103.1173892,48,0.989,3.32309934,159.5087683,0.015950877,1.7125E-06,8.47754E-07,8.71752E-07,6.65794E-07,5.60887E-07,1.10984E-06
AIR F5 WS,2019-09-25,2019,AIR,F,5,W,S,AIR F5 WS,20.46649874,2.291110024,2.5319,2.49,2.4892,2.4879,2.4871,2.4866,2.398420497,0.240789976,0.107310473,124.386278,49.86240786,0.8,2.688048,134.0325457,0.013403255,2.81948E-06,4.72056E-08,6.8809E-08,4.76586E-08,2.7135E-08,7.61788E-08
BLK E1 LA,2019-06-06,2019,BLK,E,1,L,A,BLK E1 LA,20.46649874,2.5154,2.776,2.7638,2.7635,2.7633,2.7632,2.7631,2.7568,0.2606,0.2414,7.953603977,49.86240786,0.8,2.688048,134.0325457,0.013403255,6.0253E-07,1.55048E-08,1.12745E-08,4.74064E-09,5.2827E-09,2.22207E-08
BLK E1 LC,2019-06-06,2019,BLK,E,1,L,C,BLK E1 LC,13.2,2.3193,2.6866,2.6677,2.6579,2.6501,2.6412,2.6341,2.4826,0.3673,0.1633,124.9234538,44,0.839,2.81909034,124.039975,0.012403997,1.00848E-06,5.473E-07,4.75116E-07,4.55761E-07,4.05375E-07,6.26682E-07
BLK E1 LS,2019-06-06,2019,BLK,E,1,L,S,BLK E1 LS,20.46649874,2.6332,2.9597,2.9476,2.9473,2.9463,2.9457,2.9453,2.9363,0.3265,0.3031,7.720224348,49.86240786,0.8,2.688048,134.0325457,0.013403255,5.97683E-07,1.55064E-08,5.63745E-08,2.84447E-08,2.1131E-08,3.42338E-08
BLK E1 WA,2019-06-06,2019,BLK,E,1,W,A,BLK E1 WA,20.46649874,2.4245,2.9116,2.8993,2.8919,2.8905,2.8894,2.889,2.8769,0.4871,0.4524,7.67020336,49.86240786,0.8,2.688048,134.0325457,0.013403255,6.06944E-07,3.82435E-07,7.88951E-08,5.21558E-08,2.11262E-08,5.22385E-07
BLK E1 WC,2019-06-06,2019,BLK,E,1,W,C,BLK E1 WC,7.4,2.5589,2.7121,2.7056,2.7025,2.699,2.6952,2.6923,2.6322,0.1532,0.0733,109.0040928,25,0.668,2.24452008,56.113002,0.0056113,7.66316E-07,3.8252E-07,4.70846E-07,4.3046E-07,3.65808E-07,4.44091E-07
BLK E1 WS,2019-06-06,2019,BLK,E,1,W,S,BLK E1 WS,20.46649874,2.3399,2.607,2.5933,2.5908,2.5893,2.5887,2.5883,2.5814,0.2671,0.2415,10.60041408,49.86240786,0.8,2.688048,134.0325457,0.013403255,6.76242E-07,1.29201E-07,8.45493E-08,2.84444E-08,2.11275E-08,1.98944E-07
BLK E2 LA,2019-06-06,2019,BLK,E,2,L,A,BLK E2 LA,6.6,2.2523,2.4049,2.3925,2.385,2.3787,2.3727,2.3705,2.3202,0.1526,0.0679,124.742268,32,0.602,2.02275612,64.72819584,0.00647282,1.26903E-06,8.02958E-07,7.35474E-07,5.89279E-07,2.40655E-07,1.23368E-06
BLK E2 LC,2019-06-06,2019,BLK,E,2,L,C,BLK E2 LC,7.9,2.2777,2.4086,2.4039,2.4001,2.3965,2.3928,2.3898,2.3408,0.1309,0.0631,107.4484945,27,0.563,1.89171378,51.07627206,0.005107627,6.09527E-07,5.15418E-07,5.32695E-07,4.60473E-07,4.15875E-07,6.10914E-07
BLK E2 LS,2019-06-06,2019,BLK,E,2,L,S,BLK E2 LS,20.46649874,2.2272,2.559,2.5161,2.5144,2.5138,2.5137,2.5136,2.5056,0.3318,0.2784,19.18103448,49.86240786,0.8,2.688048,134.0325457,0.013403255,2.12052E-06,8.78919E-08,3.38331E-08,4.743E-09,5.28251E-09,1.29859E-07
BLK E2 WA,2019-06-06,2019,BLK,E,2,W,A,BLK E2 WA,7,2.2765,2.3447,2.3345,2.3284,2.3186,2.3134,2.3093,2.2962,0.0682,0.0197,246.1928934,28,0.533,1.79091198,50.14553544,0.005014554,1.34764E-06,8.4271E-07,1.47668E-06,6.59003E-07,5.78947E-07,1.45247E-06
BLK E2 WC,2019-06-06,2019,BLK,E,2,W,C,BLK E2 WC,12.1,2.2057,2.4173,2.4037,2.3965,2.3898,2.3843,2.3779,2.2885,0.2116,0.0828,155.5555556,38,0.664,2.23107984,84.78103392,0.008478103,1.06267E-06,5.88233E-07,5.97234E-07,4.12233E-07,5.34532E-07,6.54195E-07
BLK E2 WS,2019-06-06,2019,BLK,E,2,W,S,BLK E2 WS,2.8,2.1286,2.1556,2.1458,2.142,2.1399,2.1397,2.1396,2.1382,0.027,0.0096,181.25,7,0.465714286,1.564827943,10.9537956,0.00109538,5.92587E-06,2.40364E-06,1.44872E-06,1.16048E-07,6.46416E-08,3.93065E-06
BLK E3 LA,2019-06-06,2019,BLK,E,3,L,A,BLK E3 LA,20.46649874,2.2681,2.4869,2.4806,2.48,2.4798,2.4797,2.4796,2.4741,0.2188,0.206,6.213592233,49.86240786,0.8,2.688048,134.0325457,0.013403255,3.11415E-07,3.1025E-08,1.12744E-08,4.74602E-09,5.28232E-09,4.23966E-08
BLK E3 LC,2019-06-06,2019,BLK,E,3,L,C,BLK E3 LC,23.6,2.2452,2.9642,2.9247,2.8977,2.879,2.8595,2.8439,2.5657,0.719,0.3205,124.3369735,54,1.081,3.63222486,196.1401424,0.019614014,1.33411E-06,9.53987E-07,7.20347E-07,6.32416E-07,5.63116E-07,1.15866E-06
BLK E3 LS,2019-06-06,2019,BLK,E,3,L,S,BLK E3 LS,20.46649874,2.3863,2.5323,2.5213,2.5199,2.5193,2.5191,2.519,2.5164,0.146,0.1301,12.22136818,49.86240786,0.8,2.688048,134.0325457,0.013403255,5.43968E-07,7.23932E-08,3.38235E-08,9.49294E-09,5.28193E-09,1.0923E-07
BLK E3 WA,2019-06-06,2019,BLK,E,3,W,A,BLK E3 WA,9.1,2.1375,2.2704,2.2458,2.239,2.233,2.2271,2.2222,2.1776,0.1329,0.0401,231.4214464,14,0.923,3.10133538,43.41869532,0.00434187,3.75344E-06,1.08544E-06,1.04443E-06,8.63942E-07,7.99081E-07,1.31208E-06
BLK E3 WC,2019-06-06,2019,BLK,E,3,W,C,BLK E3 WC,14.9,2.2589,2.6718,2.6275,2.6017,2.5816,2.5607,2.542,2.4429,0.4129,0.184,124.4021739,38,0.849,2.85269094,108.4022557,0.010840226,2.70716E-06,1.64921E-06,1.40141E-06,1.22569E-06,1.22149E-06,1.88506E-06
BLK E3 WS,2019-06-06,2019,BLK,E,3,W,S,BLK E3 WS,20.46649874,2.2379,2.5505,2.5352,2.5347,2.5343,2.5341,2.5339,2.527,0.3126,0.2891,8.128675199,49.86240786,0.8,2.688048,134.0325457,0.013403255,7.56145E-07,2.58541E-08,2.25529E-08,9.48891E-09,1.05677E-08,3.77391E-08
BLK E4 LA,2019-06-06,2019,BLK,E,4,L,A,BLK E4 LA,14,2.3805,2.5892,2.5776,2.5707,2.565,2.5602,2.555,2.4713,0.2087,0.0908,129.845815,31,0.716,2.40580296,74.57989176,0.007457989,1.03533E-06,6.41007E-07,5.77764E-07,4.09524E-07,4.93993E-07,7.43821E-07
BLK E4 LC,2019-06-06,2019,BLK,E,4,L,C,BLK E4 LC,16.5,2.3142,2.7936,2.7576,2.731,2.7105,2.6908,2.6757,2.5234,0.4794,0.2092,129.1586998,45,0.974,3.27269844,147.2714298,0.014727143,1.62664E-06,1.25151E-06,1.05209E-06,8.51116E-07,7.26463E-07,1.59193E-06
BLK E4 LS,2019-06-06,2019,BLK,E,4,L,S,BLK E4 LS,12,2.4254,2.5507,2.5412,2.535,2.5302,2.5246,2.5214,2.5033,0.1253,0.0779,60.84724005,22,0.762,2.56036572,56.32804584,0.005632805,1.12259E-06,7.62803E-07,6.44166E-07,6.32591E-07,4.02489E-07,9.92893E-07
BLK E4 WA,2019-06-06,2019,BLK,E,4,W,A,BLK E4 WA,19.5,2.4786,2.8323,2.817,2.8069,2.7994,2.7909,2.7838,2.6377,0.3537,0.1591,122.3130107,42,0.925,3.1080555,130.538331,0.013053833,7.76896E-07,5.36252E-07,4.33917E-07,4.14474E-07,3.85065E-07,6.07978E-07
BLK E4 WC,2019-06-06,2019,BLK,E,4,W,C,BLK E4 WC,19.2,2.3735,2.9097,2.8826,2.8671,2.8532,2.8387,2.8256,2.6151,0.5362,0.2416,121.9370861,51,0.972,3.26597832,166.5648943,0.016656489,1.07831E-06,6.44909E-07,6.30261E-07,5.54092E-07,5.5685E-07,7.15649E-07
BLK E4 WS,2019-06-06,2019,BLK,E,4,W,S,BLK E4 WS,20.46649874,2.3116,2.6122,2.578,2.5759,2.5754,2.5751,2.5748,2.5688,0.3006,0.2572,16.87402799,49.86240786,0.8,2.688048,134.0325457,0.013403255,1.69176E-06,1.08587E-07,2.81493E-08,1.42594E-08,1.58456E-08,1.43951E-07
BLK E5 LA,2019-06-06,2019,BLK,E,5,L,A,BLK E5 LA,16.5,2.3441,2.7943,2.777,2.7637,2.7503,2.7389,2.7312,2.5617,0.4502,0.2176,106.8933824,50,0.963,3.23573778,161.786889,0.016178689,7.1184E-07,5.69795E-07,6.2637E-07,4.48444E-07,3.37228E-07,8.01929E-07
BLK E5 LC,2019-06-06,2019,BLK,E,5,L,C,BLK E5 LC,13,2.2533,2.5989,2.5796,2.5715,2.5638,2.5559,2.5488,2.4251,0.3456,0.1718,101.1641444,36,0.851,2.85941106,102.9387982,0.01029388,1.24797E-06,5.45426E-07,5.65589E-07,4.88458E-07,4.88673E-07,6.08623E-07
BLK E5 LS,2019-06-06,2019,BLK,E,5,L,S,BLK E5 LS,20.46649874,2.4222,2.8301,2.7874,2.7858,2.7849,2.7842,2.7835,2.776,0.4079,0.3538,15.29112493,49.86240786,0.8,2.688048,134.0325457,0.013403255,2.12095E-06,8.27408E-08,5.07855E-08,3.32401E-08,3.70026E-08,1.05108E-07
BLK E5 WA,2019-06-06,2019,BLK,E,5,W,A,BLK E5 WA,15.1,2.5602,2.7946,2.7725,2.7573,2.7486,2.7385,2.7316,2.6759,0.2344,0.1157,102.5929127,25,0.967,3.24917802,81.2294505,0.008122945,1.81115E-06,1.29663E-06,8.09832E-07,7.91224E-07,6.01868E-07,1.6109E-06
BLK E5 WC,2019-06-06,2019,BLK,E,5,W,C,BLK E5 WC,12.2,2.4624,2.8735,2.8624,2.8549,2.849,2.8427,2.8372,2.6681,0.4111,0.2057,99.85415654,36,0.976,3.27941856,118.0590682,0.011805907,6.25925E-07,4.40228E-07,3.77795E-07,3.39537E-07,3.30099E-07,5.0094E-07
BLK E5 WS,2019-06-06,2019,BLK,E,5,W,S,BLK E5 WS,20.46649874,2.3894,3.1697,3.1211,3.1184,3.1164,3.1158,3.115,3.0999,0.7803,0.7105,9.824067558,49.86240786,0.8,2.688048,134.0325457,0.013403255,2.41324E-06,1.39638E-07,1.12829E-07,2.84879E-08,4.22877E-08,2.12548E-07
BLK F1 LA,2019-06-06,2019,BLK,F,1,L,A,BLK F1 LA,20.2,2.2166,2.7236,2.7024,2.6914,2.6821,2.6718,2.6629,2.4481,0.507,0.2315,119.0064795,58,0.942,3.16517652,183.5802382,0.018358024,7.6831E-07,4.16123E-07,3.83194E-07,3.57176E-07,3.43365E-07,4.60466E-07
BLK F1 LC,2019-06-06,2019,BLK,F,1,L,C,BLK F1 LC,17.5,2.425,3.1024,3.0709,3.0566,3.0442,3.0308,3.02,2.7439,0.6774,0.3189,112.4176858,59,1.019,3.42390114,202.0101673,0.020201017,1.03741E-06,4.91595E-07,4.64272E-07,4.22264E-07,3.78769E-07,5.72395E-07
BLK F1 LS,2019-06-06,2019,BLK,F,1,L,S,BLK F1 LS,20.46649874,2.5358,3.2585,2.9679,2.9569,2.9523,2.9513,2.9509,2.9382,0.7227,0.4024,79.59741551,49.86240786,0.8,2.688048,134.0325457,0.013403255,1.44269E-05,5.6997E-07,2.59596E-07,4.75005E-08,2.11402E-08,8.75057E-07
BLK F1 WA,2019-06-06,2019,BLK,F,1,W,A,BLK F1 WA,15.6,2.4445,2.7397,2.7151,2.7049,2.6972,2.6884,2.6825,2.5683,0.2952,0.1238,138.4491115,49,0.765,2.5704459,125.9518491,0.012595185,1.29901E-06,5.62012E-07,4.62386E-07,4.44676E-07,3.31892E-07,6.98065E-07
