site,year,date,time,sample,weight,depth,density,swe,htc
Mary Lake: Forest,2008,20080227,1300,4,675,78,242.2613682,188.9638672,0.221218304
Mary Lake: Forest,2008,20080227,1300,5,725,84,241.6204651,202.9611907,0.204331572
Mary Lake: Forest,2008,20080227,1300,6,690,80,241.4538303,193.1630642,0.214252324
Mary Lake: Forest,2008,20080227,1300,7,645,68,265.5374604,180.5654731,0.304852677
Mary Lake: Forest,2008,20080227,1300,8,620,78,222.521553,173.5668113,0.186636633
Mary Lake: Forest,2008,20080227,1300,9,600,75,223.9571759,167.9678819,0.196614721
Mary Lake: Forest,2008,20080227,1300,10,598,72,232.5110958,167.407989,0.220750756
Mary Lake: Forest,2008,20080227,1300,11,480,59,227.7530602,134.3743055,0.258478105
Mary Lake: Forest,2008,20080227,1300,12,260,47,154.8640046,72.78608217,0.150020443
Mary Lake: Forest,2008,20080227,1300,13,600,73,230.0929889,167.9678819,0.213221621
Mary Lake: Forest,2008,20080227,1300,14,500,65,215.3434384,139.9732349,0.209747725
Mary Lake: Forest,2008,20080227,1300,15,520,58,250.9864902,145.5721643,0.31931552
Mary Lake: Forest,2008,20080227,1300,16,440,60,205.2940779,123.1764467,0.206513726
Mary Lake: Forest,2008,20080227,1300,17,580,66,246.0135644,162.3689525,0.269601002
Mary Lake: Forest,2008,20080227,1300,18,420,51,230.5441517,117.5775173,0.30639761
Mary Lake: Forest,2008,20080227,1300,19,500,61,229.4643196,139.9732349,0.253774409
Mary Lake: Forest,2008,20080227,1300,20,450,54,233.2887249,125.9759114,0.296306425
Mary Lake: Forest,2008,20080227,1300,21,620,62,279.9464699,173.5668113,0.371625607
Mary Lake: Forest,2008,20080227,1300,22,520,60,242.6202739,145.5721643,0.288436527
Mary Lake: Forest,2008,20080227,1300,23,640,74,242.1158658,179.1657407,0.232896043
Mary Lake: Forest,2008,20080227,1300,24,720,78,258.412126,201.5614583,0.251697271
Mary Lake: Forest,2008,20080227,1300,25,670,80,234.4551685,187.5641348,0.202011906
Mary Lake: Forest,2008,20080227,1300,26,820,94,244.2086227,229.5561053,0.186526897
Mary Lake: Forest,2008,20080227,1300,27,740,102,203.0984193,207.1603877,0.118894084
Mary Lake: Forest,2008,20080227,1300,28,680,85,223.9571759,190.3635995,0.173483578
Mary Lake: Forest,2008,20080227,1300,29,500,52,269.1792979,139.9732349,0.409663526
Mary Lake: Forest,2008,20080227,1300,30,450,51,247.0115911,125.9759114,0.351731951
Mary Lake: Forest,2008,20080227,1300,31,540,62,243.8243447,151.1710937,0.28190954
Mary Lake: Forest,2008,20080227,1300,32,680,75,253.8181327,190.3635995,0.252540686
Mary Lake: Forest,2008,20080227,1300,33,520,74,196.719141,145.5721643,0.153747778
Owl: Coastal Beach Ridge,2008,20080223,1745,1,440,42,293.2772541,123.1764467,0.602080835
Owl: Coastal Beach Ridge,2008,20080223,1745,2,260,23,316.4612268,72.78608217,1.280148964
Owl: Coastal Beach Ridge,2008,20080223,1745,3,540,43,351.5606831,151.1710937,0.845044295
Owl: Coastal Beach Ridge,2008,20080223,1745,4,535,48,312.0236695,149.7713614,0.596322468
Owl: Coastal Beach Ridge,2008,20080223,1745,5,560,50,313.5400463,156.7700231,0.57804728
Owl: Coastal Beach Ridge,2008,20080223,1745,6,670,60,312.6068914,187.5641348,0.478843036
Owl: Coastal Beach Ridge,2008,20080223,1745,7,580,54,300.6832454,162.3689525,0.492234477
Owl: Coastal Beach Ridge,2008,20080223,1745,8,560,54,290.3148576,156.7700231,0.458872568
Owl: Coastal Beach Ridge,2008,20080223,1745,9,570,63,253.2849013,159.5694878,0.299381792
Owl: Coastal Beach Ridge,2008,20080223,1745,10,690,55,351.2055713,193.1630642,0.659336979
Owl: Coastal Beach Ridge,2008,20080223,1745,11,570,45,354.5988618,159.5694878,0.821503638
Owl: Coastal Beach Ridge,2008,20080223,1745,12,310,41,211.6668431,86.78340566,0.321269235
Owl: Coastal Beach Ridge,2008,20080223,1745,13,750,65,323.0151575,209.9598524,0.471932382
Owl: Coastal Beach Ridge,2008,20080223,1745,14,560,54,290.3148576,156.7700231,0.458872568
Owl: Coastal Beach Ridge,2008,20080223,1745,15,480,49,274.2332766,134.3743055,0.45122334
Owl: Coastal Beach Ridge,2008,20080223,1745,16,460,48,268.2820336,128.7753761,0.440848404
Owl: Coastal Beach Ridge,2008,20080223,1745,17,470,44,299.0337292,131.5748408,0.597496007
Owl: Coastal Beach Ridge,2008,20080223,1745,18,500,47,297.8153935,139.9732349,0.55480933
Owl: Coastal Beach Ridge,2008,20080223,1745,19,610,56,304.9416904,170.7673466,0.488194531
Owl: Coastal Beach Ridge,2008,20080223,1745,20,620,61,284.5357563,173.5668113,0.390203531
Owl: Coastal Beach Ridge,2008,20080223,1745,21,580,58,279.9464699,162.3689525,0.397254959
Owl: Coastal Beach Ridge,2008,20080223,1745,22,470,44,299.0337292,131.5748408,0.597496007
Owl: Coastal Beach Ridge,2008,20080223,1745,23,520,48,303.2753424,145.5721643,0.563352591
Owl: Coastal Beach Ridge,2008,20080223,1745,24,410,46,249.5175058,114.7780526,0.397916126
Owl: Coastal Beach Ridge,2008,20080223,1745,25,420,44,267.2216303,117.5775173,0.477131262
Owl: Coastal Beach Ridge,2008,20080223,1745,26,510,46,310.375434,142.7726996,0.615692947
Owl: Coastal Beach Ridge,2008,20080223,1745,27,500,49,285.6596631,139.9732349,0.489608659
Owl: Coastal Beach Ridge,2008,20080223,1745,28,490,47,291.8590856,137.1737702,0.532838881
Owl: Coastal Beach Ridge,2008,20080223,1745,29,520,50,291.1443287,145.5721643,0.498418318
Owl: Coastal Beach Ridge,2008,20080223,1745,30,460,46,279.9464699,128.7753761,0.500886688
Owl: Coastal Beach Ridge,2008,20080223,1745,31,460,46,279.9464699,128.7753761,0.500886688
Owl: Coastal Beach Ridge,2008,20080223,1745,32,480,48,279.9464699,134.3743055,0.480016409
Owl: Coastal Beach Ridge,2008,20080223,1745,33,710,59,336.8847349,198.7619936,0.565533041
Roberge Lake: Peat Plateau - Polygon Center,2008,20080227,1300,1,100,16,174.9665437,27.99464699,0.56251923
Roberge Lake: Peat Plateau - Polygon Center,2008,20080227,1300,2,220,26,236.8777822,61.58822337,0.63448687
Roberge Lake: Peat Plateau - Polygon Center,2008,20080227,1300,3,120,14,239.954117,33.59357638,1.209137544
Roberge Lake: Peat Plateau - Polygon Center,2008,20080227,1300,4,60,6,279.9464699,16.79678819,3.840131274
Roberge Lake: Peat Plateau - Polygon Center,2008,20080227,1300,5,40,5,223.9571759,11.19785879,2.949220818
Roberge Lake: Peat Plateau - Polygon Center,2008,20080227,1300,6,50,5,279.9464699,13.99732349,4.608157528
Roberge Lake: Peat Plateau - Polygon Center,2008,20080227,1300,7,80,7,319.9388227,22.39571759,4.299155712
Roberge Lake: Peat Plateau - Polygon Center,2008,20080227,1300,8,110,17,181.1418334,30.79411169,0.56746088
Roberge Lake: Peat Plateau - Polygon Center,2008,20080227,1300,9,70,7,279.9464699,19.59625289,3.291541092
Roberge Lake: Peat Plateau - Polygon Center,2008,20080227,1300,10,120,16,209.9598524,33.59357638,0.810027691
Roberge Lake: Peat Plateau - Polygon Center,2008,20080227,1300,11,200,20,279.9464699,55.98929397,1.152039382
Roberge Lake: Peat Plateau - Polygon Center,2008,20080227,1300,12,90,13,193.8090945,25.19518229,0.849478288
Roberge Lake: Peat Plateau - Polygon Center,2008,20080227,1300,13,190,18,295.4990515,53.18982927,1.426221594
Roberge Lake: Peat Plateau - Polygon Center,2008,20080227,1300,14,240,23,292.1180555,67.18715277,1.090777816
Roberge Lake: Peat Plateau - Polygon Center,2008,20080227,1300,15,220,25,246.3528935,61.58822337,0.713711438
Roberge Lake: Peat Plateau - Polygon Center,2008,20080227,1300,16,240,22,305.3961489,67.18715277,1.246383704
Roberge Lake: Peat Plateau - Polygon Center,2008,20080227,1300,17,330,30,307.9411169,92.38233506,0.929311768
Roberge Lake: Peat Plateau - Polygon Center,2008,20080227,1300,18,240,22,305.3961489,67.18715277,1.246383704
Roberge Lake: Peat Plateau - Polygon Center,2008,20080227,1300,19,260,28,259.9502934,72.78608217,0.709528628
Roberge Lake: Peat Plateau - Polygon Center,2008,20080227,1300,20,270,26,290.7136418,75.58554686,0.955663074
Roberge Lake: Peat Plateau - Polygon Center,2008,20080227,1300,21,150,18,233.2887249,41.99197048,0.888919276
Roberge Lake: Peat Plateau - Polygon Center,2008,20080227,1300,22,140,13,301.4808137,39.19250578,2.055527709
Roberge Lake: Peat Plateau - Polygon Center,2008,20080227,1300,23,80,13,172.2747507,22.39571759,0.671192721
Roberge Lake: Peat Plateau - Polygon Center,2008,20080227,1300,24,110,16,192.463198,30.79411169,0.680648268
Roberge Lake: Peat Plateau - Polygon Center,2008,20080227,1300,25,120,16,209.9598524,33.59357638,0.810027691
Roberge Lake: Peat Plateau - Polygon Center,2008,20080227,1300,26,140,18,217.7361432,39.19250578,0.774347458
Roberge Lake: Peat Plateau - Polygon Center,2008,20080227,1300,27,70,12,163.3021074,19.59625289,0.653355668
Roberge Lake: Peat Plateau - Polygon Center,2008,20080227,1300,28,190,15,354.5988618,53.18982927,2.464510915
Roberge Lake: Peat Plateau - Polygon Center,2008,20080227,1300,29,160,27,165.8942044,44.79143518,0.299671881
Roberge Lake: Peat Plateau - Polygon Center,2008,20080227,1300,30,150,14,299.9426463,41.99197048,1.889277412
Roberge Lake: Peat Plateau - Polygon Center,2008,20080227,1300,31,60,10,167.9678819,16.79678819,0.829468355
Roberge Lake: Peat Plateau - Polygon Center,2008,20080227,1300,32,100,10,279.9464699,27.99464699,2.304078764
Roberge Lake: Peat Plateau - Polygon Center,2008,20080227,1300,33,100,9,311.0516332,27.99464699,3.160601871
Roberge Lake: Tree Island,2008,20080224,1344,1,1200,141,238.2523148,335.9357638,0.118359324
Roberge Lake: Tree Island,2008,20080224,1344,2,1250,142,246.4317516,349.9330873,0.125733879
Roberge Lake: Tree Island,2008,20080224,1344,3,1100,132,233.2887249,307.9411169,0.121216265
Roberge Lake: Tree Island,2008,20080224,1344,4,1300,128,284.3206335,363.9304108,0.185675293
Roberge Lake: Tree Island,2008,20080224,1344,5,800,97,230.8836865,223.9571759,0.161570509
Roberge Lake: Tree Island,2008,20080224,1344,6,1100,119,258.7740478,307.9411169,0.16544049
Roberge Lake: Tree Island,2008,20080224,1344,7,1050,109,269.6732049,293.9437934,0.196153664
Roberge Lake: Tree Island,2008,20080224,1344,8,950,112,237.454595,265.9491464,0.148009797
Roberge Lake: Tree Island,2008,20080224,1344,9,1035,119,243.482854,289.7445963,0.146466106
Roberge Lake: Tree Island,2008,20080224,1344,10,905,103,245.9723837,253.3515552,0.17269621
Roberge Lake: Tree Island,2008,20080224,1344,11,1600,70,639.8776454,447.9143518,1.719662285
Roberge Lake: Tree Island,2008,20080224,1344,12,700,102,192.1201264,195.9625289,0.106388059
Roberge Lake: Tree Island,2008,20080224,1344,13,1040,127,229.2475029,291.1443287,0.121661408
Roberge Lake: Tree Island,2008,20080224,1344,14,980,114,240.6557373,274.3475405,0.149360211
Roberge Lake: Tree Island,2008,20080224,1344,15,920,114,225.9217125,257.5507523,0.131631073
Roberge Lake: Tree Island,2008,20080224,1344,16,780,99,220.5638854,218.3582465,0.144471088
Roberge Lake: Tree Island,2008,20080224,1344,17,1020,100,285.5453993,285.5453993,0.239716355
Roberge Lake: Tree Island,2008,20080224,1344,18,1040,114,255.389762,291.1443287,0.168209084
Roberge Lake: Tree Island,2008,20080224,1344,19,860,102,236.0332981,240.7539641,0.160580834
Roberge Lake: Tree Island,2008,20080224,1344,20,900,98,257.0936968,251.9518229,0.198291507
Roberge Lake: Tree Island,2008,20080224,1344,21,810,106,213.921359,226.7566406,0.126925757
Roberge Lake: Tree Island,2008,20080224,1344,22,940,111,237.0717853,263.1496817,0.148862083
Roberge Lake: Tree Island,2008,20080224,1344,23,740,95,218.063566,207.1603877,0.147160056
Roberge Lake: Tree Island,2008,20080224,1344,24,970,114,238.2000665,271.5480758,0.146327595
Roberge Lake: Tree Island,2008,20080224,1344,25,1090,124,246.0819775,305.1416522,0.143577128
Roberge Lake: Tree Island,2008,20080224,1344,26,1020,110,259.5867266,285.5453993,0.180102445
Roberge Lake: Tree Island,2008,20080224,1344,27,1300,104,349.9330873,363.9304108,0.34616568
Roberge Lake: Tree Island,2008,20080224,1344,28,1140,118,270.456759,319.1389756,0.182247258
Roberge Lake: Tree Island,2008,20080224,1344,29,950,110,241.7719512,265.9491464,0.156230735
Roberge Lake: Tree Island,2008,20080224,1344,30,650,84,216.6252445,181.9652054,0.164242738
Roberge Lake: Tree Island,2008,20080224,1344,31,620,94,184.645544,173.5668113,0.106634353
Roberge Lake: Tree Island,2008,20080224,1344,32,1120,130,241.184651,313.5400463,0.131553773
Roberge Lake: Tree Island,2008,20080224,1344,33,850,102,233.2887249,237.9544994,0.156868108
Broad: Coastal Beach Ridge,2009,20090227,1010,1,105,8,367.4297417,29.39437934,4.961419604
Broad: Coastal Beach Ridge,2009,20090227,1010,2,55,6,256.6175974,15.39705584,3.226776973
Broad: Coastal Beach Ridge,2009,20090227,1010,3,110,10,307.9411169,30.79411169,2.787935305
Broad: Coastal Beach Ridge,2009,20090227,1010,4,150,11,381.7451862,41.99197048,3.894949075
Broad: Coastal Beach Ridge,2009,20090227,1010,5,95,8,332.436433,26.59491464,4.061388837
Broad: Coastal Beach Ridge,2009,20090227,1010,6,100,8,349.9330873,27.99464699,4.500153836
Broad: Coastal Beach Ridge,2009,20090227,1010,7,105,10,293.9437934,29.39437934,2.540246837
Broad: Coastal Beach Ridge,2009,20090227,1010,8,155,22,197.2350129,43.39170283,0.519867509
Broad: Coastal Beach Ridge,2009,20090227,1010,9,160,11,407.1948653,44.79143518,4.431586504
Broad: Coastal Beach Ridge,2009,20090227,1010,10,80,8,279.9464699,22.39571759,2.880098455
Broad: Coastal Beach Ridge,2009,20090227,1010,11,75,7,299.9426463,20.99598524,3.778554825
Broad: Coastal Beach Ridge,2009,20090227,1010,12,90,8,314.9397786,25.19518229,3.645124607
Broad: Coastal Beach Ridge,2009,20090227,1010,13,130,10,363.9304108,36.39304108,3.893893111
Broad: Coastal Beach Ridge,2009,20090227,1010,14,120,9,373.2619598,33.59357638,4.551266695
Broad: Coastal Beach Ridge,2009,20090227,1010,15,95,8,332.436433,26.59491464,4.061388837
Broad: Coastal Beach Ridge,2009,20090227,1010,16,100,11,254.4967908,27.99464699,1.731088478
Broad: Coastal Beach Ridge,2009,20090227,1010,17,120,10,335.9357638,33.59357638,3.31787342
Broad: Coastal Beach Ridge,2009,20090227,1010,18,115,9,357.7093782,32.19384403,4.179895975
Broad: Coastal Beach Ridge,2009,20090227,1010,19,110,9,342.1567965,30.79411169,3.824328264
Broad: Coastal Beach Ridge,2009,20090227,1010,20,60,6,279.9464699,16.79678819,3.840131274
Broad: Coastal Beach Ridge,2009,20090227,1010,21,40,5,223.9571759,11.19785879,2.949220818
Broad: Coastal Beach Ridge,2009,20090227,1010,22,40,6,186.6309799,11.19785879,1.70672501
Broad: Coastal Beach Ridge,2009,20090227,1010,23,60,6,279.9464699,16.79678819,3.840131274
Broad: Coastal Beach Ridge,2009,20090227,1010,24,165,11,419.9197048,46.19116753,4.712888381
Broad: Coastal Beach Ridge,2009,20090227,1010,25,110,9,342.1567965,30.79411169,3.824328264
Broad: Coastal Beach Ridge,2009,20090227,1010,26,125,10,349.9330873,34.99330873,3.600123069
Broad: Coastal Beach Ridge,2009,20090227,1010,27,50,6,233.2887249,13.99732349,2.666757829
Broad: Coastal Beach Ridge,2009,20090227,1010,28,80,7,319.9388227,22.39571759,4.299155712
Broad: Coastal Beach Ridge,2009,20090227,1010,29,90,8,314.9397786,25.19518229,3.645124607
Broad: Coastal Beach Ridge,2009,20090227,1010,30,80,6,373.2619598,22.39571759,6.826900042
Broad: Coastal Beach Ridge,2009,20090227,1010,31,50,5,279.9464699,13.99732349,4.608157528
Broad: Coastal Beach Ridge,2009,20090227,1010,32,140,12,326.6042148,39.19250578,2.613422672
Broad: Coastal Beach Ridge,2009,20090227,1010,33,80,8,279.9464699,22.39571759,2.880098455
Broad: Riparian Forest,2009,20090227,1510,1,1100,76,405.1856801,307.9411169,0.63509971
Broad: Riparian Forest,2009,20090227,1510,2,600,86,195.3114906,167.9678819,0.13040807
Broad: Riparian Forest,2009,20090227,1510,3,750,80,262.4498155,209.9598524,0.253133653
Broad: Riparian Forest,2009,20090227,1510,4,650,82,221.9087871,181.9652054,0.176555999
Broad: Riparian Forest,2009,20090227,1510,5,400,70,159.9694114,111.9785879,0.107478893
Broad: Riparian Forest,2009,20090227,1510,6,450,64,196.8373616,125.9759114,0.1779846
Broad: Riparian Forest,2009,20090227,1510,7,500,61,229.4643196,139.9732349,0.253774409
Broad: Riparian Forest,2009,20090227,1510,8,400,56,199.9617642,111.9785879,0.209919712
Broad: Riparian Forest,2009,20090227,1510,9,500,78,179.4528653,139.9732349,0.121381786
Broad: Riparian Forest,2009,20090227,1510,10,450,62,203.1869539,125.9759114,0.195770514
Broad: Riparian Forest,2009,20090227,1510,11,450,62,203.1869539,125.9759114,0.195770514
Broad: Riparian Forest,2009,20090227,1510,12,500,66,212.080659,139.9732349,0.200357463
Broad: Riparian Forest,2009,20090227,1510,13,700,72,272.170179,195.9625289,0.302479476
Broad: Riparian Forest,2009,20090227,1510,14,650,75,242.6202739,181.9652054,0.230749221
Broad: Riparian Forest,2009,20090227,1510,15,700,80,244.9531611,195.9625289,0.220507538
Broad: Riparian Forest,2009,20090227,1510,16,550,68,226.4272918,153.9705584,0.221664406
Broad: Riparian Forest,2009,20090227,1510,17,650,72,252.729452,181.9652054,0.260811385
Broad: Riparian Forest,2009,20090227,1510,18,850,80,297.4431242,237.9544994,0.325136115
Broad: Riparian Forest,2009,20090227,1510,19,600,78,215.3434384,167.9678819,0.174789771
Broad: Riparian Forest,2009,20090227,1510,20,450,62,203.1869539,125.9759114,0.195770514
Broad: Riparian Forest,2009,20090227,1510,21,500,60,233.2887249,139.9732349,0.266675783
Broad: Riparian Forest,2009,20090227,1510,22,600,60,279.9464699,167.9678819,0.384013127
Broad: Riparian Forest,2009,20090227,1510,23,450,60,209.9598524,125.9759114,0.216007384
Broad: Riparian Forest,2009,20090227,1510,24,450,59,213.518494,125.9759114,0.227178022
Broad: Riparian Forest,2009,20090227,1510,25,400,59,189.7942169,111.9785879,0.179498684
Broad: Riparian Forest,2009,20090227,1510,26,350,54,181.446786,97.98126445,0.179247097
Broad: Riparian Forest,2009,20090227,1510,27,350,52,188.4255086,97.98126445,0.200735128
Broad: Riparian Forest,2009,20090227,1510,28,450,59,213.518494,125.9759114,0.227178022
Broad: Riparian Forest,2009,20090227,1510,29,450,59,213.518494,125.9759114,0.227178022
Broad: Riparian Forest,2009,20090227,1510,30,400,58,193.0665309,111.9785879,0.188944095
Broad: Riparian Forest,2009,20090227,1510,31,450,59,213.518494,125.9759114,0.227178022
Broad: Riparian Forest,2009,20090227,1510,32,500,59,237.2427711,139.9732349,0.280466694
Broad: Riparian Forest,2009,20090227,1510,33,700,69,284.0036651,195.9625289,0.343673566
Broad: Sedge Fen,2009,20090227,1130,1,160,34,131.7395152,44.79143518,0.150072299
Broad: Sedge Fen,2009,20090227,1130,2,130,30,121.3101369,36.39304108,0.144218263
Broad: Sedge Fen,2009,20090227,1130,3,135,31,121.9121724,37.79277343,0.14095477
Broad: Sedge Fen,2009,20090227,1130,4,440,35,351.932705,123.1764467,1.040395682
Broad: Sedge Fen,2009,20090227,1130,5,720,57,353.6165935,201.5614583,0.644967375
Broad: Sedge Fen,2009,20090227,1130,6,850,60,396.5908323,237.9544994,0.770693013
Broad: Sedge Fen,2009,20090227,1130,7,650,51,356.7945204,181.9652054,0.733860489
Broad: Sedge Fen,2009,20090227,1130,8,480,38,353.6165935,134.3743055,0.967451063
Broad: Sedge Fen,2009,20090227,1130,9,500,42,333.269607,139.9732349,0.777480417
Broad: Sedge Fen,2009,20090227,1130,10,550,40,384.9263961,153.9705584,1.089037228
Broad: Sedge Fen,2009,20090227,1130,11,800,61,367.1429113,223.9571759,0.649662487
Broad: Sedge Fen,2009,20090227,1130,12,650,54,336.9726026,181.9652054,0.618219579
Broad: Sedge Fen,2009,20090227,1130,13,550,45,342.1567965,153.9705584,0.764865653
Broad: Sedge Fen,2009,20090227,1130,14,490,40,342.9344256,137.1737702,0.864389549
Broad: Sedge Fen,2009,20090227,1130,15,650,50,363.9304108,181.9652054,0.778778622
Broad: Sedge Fen,2009,20090227,1130,16,350,29,337.8664292,97.98126445,1.157282581
Broad: Sedge Fen,2009,20090227,1130,17,470,41,320.9142459,131.5748408,0.73848464
Mary Lake: Forest,2009,20090307,1330,1,580,71,228.6886655,162.3689525,0.21656001
Mary Lake: Forest,2009,20090307,1330,2,360,70,143.9724702,100.7807292,0.087057903
Mary Lake: Forest,2009,20090307,1330,3,470,64,205.5856888,131.5748408,0.194157028
Mary Lake: Forest,2009,20090307,1330,4,500,70,199.9617642,139.9732349,0.16793577
