site,year,date,time,sample,weight,depth,density,swe,htc
Roberge Lake: Peat Plateau - Polygon Center,2016,20160221,11:40h,16,6,1,167.9678819,1.679678819,8.294683551
Roberge Lake: Peat Plateau - Polygon Center,2016,20160221,11:40h,17,14,2,195.9625289,3.919250578,5.644992972
Roberge Lake: Peat Plateau - Polygon Center,2016,20160221,11:40h,18,48,8,167.9678819,13.43743055,1.036835444
Roberge Lake: Peat Plateau - Polygon Center,2016,20160221,11:40h,19,42,6,195.9625289,11.75775173,1.881664324
Roberge Lake: Peat Plateau - Polygon Center,2016,20160221,11:40h,20,26,3,242.6202739,7.278608217,5.768730535
Roberge Lake: Peat Plateau - Polygon Center,2016,20160221,11:40h,21,46,4,321.9384403,12.87753761,7.617860414
Roberge Lake: Peat Plateau - Polygon Center,2016,20160221,11:40h,22,50,5,279.9464699,13.99732349,4.608157528
Roberge Lake: Peat Plateau - Polygon Center,2016,20160221,11:40h,23,24,2,335.9357638,6.718715277,16.5893671
Roberge Lake: Peat Plateau - Polygon Center,2016,20160221,11:40h,24,14,1,391.9250578,3.919250578,45.15994378
Roberge Lake: Peat Plateau - Polygon Center,2016,20160221,11:40h,25,14,1,391.9250578,3.919250578,45.15994378
Roberge Lake: Peat Plateau - Polygon Center,2016,20160221,11:40h,26,32,5,179.1657407,8.958287036,1.887501324
Roberge Lake: Peat Plateau - Polygon Center,2016,20160221,11:40h,27,22,3,205.2940779,6.158822337,4.130274525
Roberge Lake: Peat Plateau - Polygon Center,2016,20160221,11:40h,28,18,2,251.9518229,5.039036458,9.331518995
Roberge Lake: Peat Plateau - Polygon Center,2016,20160221,11:40h,29,38,4,265.9491464,10.63796585,5.198577712
Roberge Lake: Peat Plateau - Polygon Center,2016,20160221,11:40h,30,12,2,167.9678819,3.359357638,4.147341775
Roberge Lake: Peat Plateau - Polygon Center,2016,20160221,11:40h,31,18,3,167.9678819,5.039036458,2.764894517
Roberge Lake: Peat Plateau - Polygon Center,2016,20160221,11:40h,32,20,2,279.9464699,5.598929397,11.52039382
Roberge Lake: Peat Plateau - Polygon Center,2016,20160221,11:40h,33,18,2,251.9518229,5.039036458,9.331518995
Roberge Lake: Tree Island,2016,20160221,13:20h,1,320,56,159.9694114,89.58287036,0.134348616
Roberge Lake: Tree Island,2016,20160221,13:20h,2,310,60,144.6390094,86.78340566,0.102510171
Roberge Lake: Tree Island,2016,20160221,13:20h,3,540,52,290.7136418,151.1710937,0.477831537
Roberge Lake: Tree Island,2016,20160221,13:20h,4,480,55,244.3169192,134.3743055,0.319074228
Roberge Lake: Tree Island,2016,20160221,13:20h,5,350,63,155.5258166,97.98126445,0.112878638
Roberge Lake: Tree Island,2016,20160221,13:20h,6,400,59,189.7942169,111.9785879,0.179498684
Roberge Lake: Tree Island,2016,20160221,13:20h,7,440,58,212.373184,123.1764467,0.228622355
Roberge Lake: Tree Island,2016,20160221,13:20h,8,440,57,216.0990294,123.1764467,0.240867446
Roberge Lake: Tree Island,2016,20160221,13:20h,9,680,81,235.0167895,190.3635995,0.200474939
Roberge Lake: Tree Island,2016,20160221,13:20h,10,400,62,180.6106257,111.9785879,0.154682875
Roberge Lake: Tree Island,2016,20160221,13:20h,11,480,74,181.5868994,134.3743055,0.131004024
Roberge Lake: Tree Island,2016,20160221,13:20h,12,600,74,226.9836242,167.9678819,0.204693788
Roberge Lake: Tree Island,2016,20160221,13:20h,13,320,66,135.7316218,89.58287036,0.082066417
Roberge Lake: Tree Island,2016,20160221,13:20h,14,500,72,194.4072707,139.9732349,0.154326263
Roberge Lake: Tree Island,2016,20160221,13:20h,15,730,88,232.2283216,204.360923,0.180175205
Roberge Lake: Tree Island,2016,20160221,13:20h,16,800,90,248.8413065,223.9571759,0.20227852
Roberge Lake: Tree Island,2016,20160221,13:20h,17,730,94,217.4052372,204.360923,0.147828946
Roberge Lake: Tree Island,2016,20160221,13:20h,18,590,80,206.4605215,165.1684172,0.156650355
Roberge Lake: Tree Island,2016,20160221,13:20h,19,630,83,212.4894892,176.366276,0.159935231
Roberge Lake: Tree Island,2016,20160221,13:20h,20,610,88,194.053803,170.7673466,0.125808208
Roberge Lake: Tree Island,2016,20160221,13:20h,21,710,89,223.3280827,198.7619936,0.164757047
Roberge Lake: Tree Island,2016,20160221,13:20h,22,600,74,226.9836242,167.9678819,0.204693788
Roberge Lake: Tree Island,2016,20160221,13:20h,23,650,83,219.2351872,181.9652054,0.170251034
Roberge Lake: Tree Island,2016,20160221,13:20h,24,620,80,216.9585141,173.5668113,0.172985913
Roberge Lake: Tree Island,2016,20160221,13:20h,25,500,71,197.1454013,139.9732349,0.160939365
Roberge Lake: Tree Island,2016,20160221,13:20h,26,610,81,210.8238847,170.7673466,0.161325097
Roberge Lake: Tree Island,2016,20160221,13:20h,27,490,77,178.1477536,137.1737702,0.121176193
Roberge Lake: Tree Island,2016,20160221,13:20h,28,710,90,220.8466596,198.7619936,0.15932594
Roberge Lake: Tree Island,2016,20160221,13:20h,29,600,86,195.3114906,167.9678819,0.13040807
Roberge Lake: Tree Island,2016,20160221,13:20h,30,600,81,207.3677555,167.9678819,0.156079105
Roberge Lake: Tree Island,2016,20160221,13:20h,31,630,75,235.1550347,176.366276,0.21676773
Roberge Lake: Tree Island,2016,20160221,13:20h,32,420,52,226.1106103,117.5775173,0.289058584
Roberge Lake: Tree Island,2016,20160221,13:20h,33,520,74,196.719141,145.5721643,0.153747778
Broad: Coastal Beach Ridge,2017,20170219,12:20h,1,35,2,489.9063223,9.798126445,35.28120608
Broad: Coastal Beach Ridge,2017,20170219,12:20h,2,75,6,349.9330873,20.99598524,6.000205115
Broad: Coastal Beach Ridge,2017,20170219,12:20h,3,30,2,419.9197048,8.398394096,25.9208861
Broad: Coastal Beach Ridge,2017,20170219,12:20h,4,28,1,783.8501156,7.838501156,180.6397751
Broad: Coastal Beach Ridge,2017,20170219,12:20h,5,46,1,1287.753761,12.87753761,487.5430665
Broad: Coastal Beach Ridge,2017,20170219,12:20h,6,50,4,349.9330873,13.99732349,9.000307672
Broad: Coastal Beach Ridge,2017,20170219,12:20h,7,20,1,559.8929397,5.598929397,92.16315057
Broad: Coastal Beach Ridge,2017,20170219,12:20h,8,65,5,363.9304108,18.19652054,7.787786223
Broad: Coastal Beach Ridge,2017,20170219,12:20h,9,45,5,251.9518229,12.59759114,3.732607598
Broad: Coastal Beach Ridge,2017,20170219,12:20h,10,40,4,279.9464699,11.19785879,5.76019691
Broad: Coastal Beach Ridge,2017,20170219,12:20h,11,20,3,186.6309799,5.598929397,3.413450021
Broad: Coastal Beach Ridge,2017,20170219,12:20h,12,30,2,419.9197048,8.398394096,25.9208861
Broad: Coastal Beach Ridge,2017,20170219,12:20h,13,30,4,209.9598524,8.398394096,3.240110762
Broad: Coastal Beach Ridge,2017,20170219,12:20h,14,55,3,513.2351948,15.39705584,25.81421578
Broad: Coastal Beach Ridge,2017,20170219,12:20h,15,45,4,314.9397786,12.59759114,7.290249215
Broad: Coastal Beach Ridge,2017,20170219,12:20h,16,40,3,373.2619598,11.19785879,13.65380008
Broad: Coastal Beach Ridge,2017,20170219,12:20h,17,40,1,1119.785879,11.19785879,368.6526023
Broad: Coastal Beach Ridge,2017,20170219,12:20h,18,25,3,233.2887249,6.998661747,5.333515658
Broad: Coastal Beach Ridge,2017,20170219,12:20h,19,25,1,699.8661747,6.998661747,144.0049228
Broad: Coastal Beach Ridge,2017,20170219,12:20h,20,55,4,384.9263961,15.39705584,10.89037228
Broad: Coastal Beach Ridge,2017,20170219,12:20h,21,30,4,209.9598524,8.398394096,3.240110762
Broad: Coastal Beach Ridge,2017,20170219,12:20h,22,65,5,363.9304108,18.19652054,7.787786223
Broad: Coastal Beach Ridge,2017,20170219,12:20h,23,45,4,314.9397786,12.59759114,7.290249215
Broad: Coastal Beach Ridge,2017,20170219,12:20h,24,40,4,279.9464699,11.19785879,5.76019691
Broad: Coastal Beach Ridge,2017,20170219,12:20h,25,40,3,373.2619598,11.19785879,13.65380008
Broad: Coastal Beach Ridge,2017,20170219,12:20h,26,45,3,419.9197048,12.59759114,17.28059073
Broad: Coastal Beach Ridge,2017,20170219,12:20h,27,30,1,839.8394096,8.398394096,207.3670888
Broad: Coastal Beach Ridge,2017,20170219,12:20h,28,65,7,259.9502934,18.19652054,2.838114513
Broad: Coastal Beach Ridge,2017,20170219,12:20h,29,65,6,303.2753424,18.19652054,4.506820731
Broad: Coastal Beach Ridge,2017,20170219,12:20h,30,35,2,489.9063223,9.798126445,35.28120608
Broad: Coastal Beach Ridge,2017,20170219,12:20h,31,40,2,559.8929397,11.19785879,46.08157528
Broad: Coastal Beach Ridge,2017,20170219,12:20h,32,55,3,513.2351948,15.39705584,25.81421578
Broad: Coastal Beach Ridge,2017,20170219,12:20h,33,65,4,454.9130135,18.19652054,15.21051997
Broad: Riparian Forest,2017,20170219,12:20h,1,425,51,233.2887249,118.9772497,0.313736215
Broad: Riparian Forest,2017,20170219,12:20h,2,280,62,126.427438,78.38501156,0.075794609
Broad: Riparian Forest,2017,20170219,12:20h,3,200,56,99.9808821,55.98929397,0.052479928
Broad: Riparian Forest,2017,20170219,12:20h,4,340,56,169.9674996,95.18179975,0.151666992
Broad: Riparian Forest,2017,20170219,12:20h,5,280,53,147.8962482,78.38501156,0.121334911
Broad: Riparian Forest,2017,20170219,12:20h,6,300,55,152.6980745,83.98394096,0.12463837
Broad: Riparian Forest,2017,20170219,12:20h,7,380,52,204.5762664,106.3796585,0.236621653
Broad: Riparian Forest,2017,20170219,12:20h,8,290,50,162.3689525,81.18447626,0.155018419
Broad: Riparian Forest,2017,20170219,12:20h,9,240,46,146.0590278,67.18715277,0.136347227
Broad: Riparian Forest,2017,20170219,12:20h,10,280,50,156.7700231,78.38501156,0.14451182
Broad: Riparian Forest,2017,20170219,12:20h,11,290,48,169.1343255,81.18447626,0.175214323
Broad: Riparian Forest,2017,20170219,12:20h,12,300,55,152.6980745,83.98394096,0.12463837
Broad: Riparian Forest,2017,20170219,12:20h,13,360,62,162.5495631,100.7807292,0.125293129
Broad: Riparian Forest,2017,20170219,12:20h,14,320,58,154.4532248,89.58287036,0.120924221
Broad: Riparian Forest,2017,20170219,12:20h,15,260,42,173.3001956,72.78608217,0.210230705
Broad: Riparian Forest,2017,20170219,12:20h,16,300,44,190.8725931,83.98394096,0.243434317
Broad: Riparian Forest,2017,20170219,12:20h,17,240,56,119.9770585,67.18715277,0.075571096
Broad: Riparian Forest,2017,20170219,12:20h,18,260,56,129.9751467,72.78608217,0.088691079
Broad: Riparian Forest,2017,20170219,12:20h,19,310,52,166.8911647,86.78340566,0.15747466
Broad: Riparian Forest,2017,20170219,12:20h,20,240,42,159.9694114,67.18715277,0.179131488
Broad: Riparian Forest,2017,20170219,12:20h,21,290,44,184.5101733,81.18447626,0.227475845
Broad: Riparian Forest,2017,20170219,12:20h,22,300,48,174.9665437,83.98394096,0.18750641
Broad: Riparian Forest,2017,20170219,12:20h,23,260,56,129.9751467,72.78608217,0.088691079
Broad: Riparian Forest,2017,20170219,12:20h,24,240,44,152.6980745,67.18715277,0.155797963
Broad: Riparian Forest,2017,20170219,12:20h,25,270,40,188.9638672,75.58554686,0.262448972
Broad: Riparian Forest,2017,20170219,12:20h,26,290,50,162.3689525,81.18447626,0.155018419
Broad: Riparian Forest,2017,20170219,12:20h,27,240,48,139.9732349,67.18715277,0.120004102
Broad: Riparian Forest,2017,20170219,12:20h,28,310,52,166.8911647,86.78340566,0.15747466
Broad: Riparian Forest,2017,20170219,12:20h,29,280,50,156.7700231,78.38501156,0.14451182
Broad: Riparian Forest,2017,20170219,12:20h,30,330,52,177.6583366,92.38233506,0.178449432
Broad: Riparian Forest,2017,20170219,12:20h,31,330,52,177.6583366,92.38233506,0.178449432
Broad: Riparian Forest,2017,20170219,12:20h,32,240,42,159.9694114,67.18715277,0.179131488
Broad: Riparian Forest,2017,20170219,12:20h,33,300,52,161.5075788,83.98394096,0.147478869
Broad: Sedge Fen,2017,20170219,12:20h,1,340,36,264.3938882,95.18179975,0.570883713
Broad: Sedge Fen,2017,20170219,12:20h,2,290,35,231.9556465,81.18447626,0.451948744
Broad: Sedge Fen,2017,20170219,12:20h,3,390,38,287.3134822,109.1791232,0.638668866
Broad: Sedge Fen,2017,20170219,12:20h,4,310,35,247.9525876,86.78340566,0.51643608
Broad: Sedge Fen,2017,20170219,12:20h,5,360,37,272.3803491,100.7807292,0.589518109
Broad: Sedge Fen,2017,20170219,12:20h,6,330,37,249.6819866,92.38233506,0.495358967
Broad: Sedge Fen,2017,20170219,12:20h,7,300,38,221.0103709,83.98394096,0.377910571
Broad: Sedge Fen,2017,20170219,12:20h,8,520,38,383.084643,145.5721643,1.135411317
Broad: Sedge Fen,2017,20170219,12:20h,9,440,39,315.8370429,123.1764467,0.751984438
Broad: Sedge Fen,2017,20170219,12:20h,10,390,40,272.9478081,109.1791232,0.547578719
Broad: Sedge Fen,2017,20170219,12:20h,11,460,38,338.8825688,128.7753761,0.888509744
Broad: Sedge Fen,2017,20170219,12:20h,12,460,38,338.8825688,128.7753761,0.888509744
Broad: Sedge Fen,2017,20170219,12:20h,13,320,38,235.7443957,89.58287036,0.42997825
Broad: Sedge Fen,2017,20170219,12:20h,14,350,38,257.8454328,97.98126445,0.514378278
Broad: Sedge Fen,2017,20170219,12:20h,15,390,38,287.3134822,109.1791232,0.638668866
Broad: Sedge Fen,2017,20170219,12:20h,16,320,38,235.7443957,89.58287036,0.42997825
Broad: Sedge Fen,2017,20170219,12:20h,17,390,37,295.0787115,109.1791232,0.691865003
Broad: Sedge Fen,2017,20170219,12:20h,18,380,33,322.3626017,106.3796585,0.925811764
Broad: Sedge Fen,2017,20170219,12:20h,19,300,38,221.0103709,83.98394096,0.377910571
Broad: Sedge Fen,2017,20170219,12:20h,20,300,42,199.9617642,83.98394096,0.27989295
Broad: Sedge Fen,2017,20170219,12:20h,21,320,33,271.4632435,89.58287036,0.656531334
Broad: Sedge Fen,2017,20170219,12:20h,22,440,39,315.8370429,123.1764467,0.751984438
Broad: Sedge Fen,2017,20170219,12:20h,23,320,38,235.7443957,89.58287036,0.42997825
Broad: Sedge Fen,2017,20170219,12:20h,24,300,35,239.954117,83.98394096,0.483655018
Broad: Sedge Fen,2017,20170219,12:20h,25,300,35,239.954117,83.98394096,0.483655018
Broad: Sedge Fen,2017,20170219,12:20h,26,280,29,270.2931433,78.38501156,0.740660852
Broad: Sedge Fen,2017,20170219,12:20h,27,220,28,219.9579406,61.58822337,0.508005704
Broad: Sedge Fen,2017,20170219,12:20h,28,280,29,270.2931433,78.38501156,0.740660852
Broad: Sedge Fen,2017,20170219,12:20h,29,220,31,198.6716883,61.58822337,0.374332557
Broad: Sedge Fen,2017,20170219,12:20h,30,360,34,296.4139093,100.7807292,0.759741013
Broad: Sedge Fen,2017,20170219,12:20h,31,200,21,266.6156856,55.98929397,0.995174933
Broad: Sedge Fen,2017,20170219,12:20h,32,400,37,302.6448323,111.9785879,0.727800135
Broad: Sedge Fen,2017,20170219,12:20h,33,360,35,287.9449404,100.7807292,0.696463225
Broad: Shrub,2017,20170219,12:20h,1,960,85,316.1748366,268.7486111,0.345766577
Broad: Shrub,2017,20170219,12:20h,2,800,92,243.4317129,223.9571759,0.189371149
Broad: Shrub,2017,20170219,12:20h,3,900,92,273.860677,251.9518229,0.23967286
Broad: Shrub,2017,20170219,12:20h,4,900,90,279.9464699,251.9518229,0.256008752
Broad: Shrub,2017,20170219,12:20h,5,700,88,222.6846919,195.9625289,0.165670577
Broad: Shrub,2017,20170219,12:20h,6,750,86,244.1393633,209.9598524,0.20376261
Broad: Shrub,2017,20170219,12:20h,7,250,88,79.53024712,69.98661747,0.021131451
Broad: Shrub,2017,20170219,12:20h,8,750,86,244.1393633,209.9598524,0.20376261
Broad: Shrub,2017,20170219,12:20h,9,850,90,264.3938882,237.9544994,0.228353485
Broad: Shrub,2017,20170219,12:20h,10,900,92,273.860677,251.9518229,0.23967286
Broad: Shrub,2017,20170219,12:20h,11,730,90,227.0676922,204.360923,0.168428474
Broad: Shrub,2017,20170219,12:20h,12,820,88,260.8592106,229.5561053,0.227340604
Broad: Shrub,2017,20170219,12:20h,13,900,92,273.860677,251.9518229,0.23967286
Broad: Shrub,2017,20170219,12:20h,14,350,94,104.2353877,97.98126445,0.033982071
Broad: Shrub,2017,20170219,12:20h,15,850,92,258.646195,237.9544994,0.213782273
Broad: Shrub,2017,20170219,12:20h,16,900,94,268.0338541,251.9518229,0.224697779
Broad: Shrub,2017,20170219,12:20h,17,900,96,262.4498155,251.9518229,0.210944711
Broad: Shrub,2017,20170219,12:20h,18,860,93,258.8752302,240.7539641,0.211858249
Broad: Shrub,2017,20170219,12:20h,19,800,93,240.8141676,223.9571759,0.183327852
Broad: Shrub,2017,20170219,12:20h,20,900,90,279.9464699,251.9518229,0.256008752
Broad: Shrub,2017,20170219,12:20h,21,700,90,217.7361432,195.9625289,0.154869492
Broad: Shrub,2017,20170219,12:20h,22,700,90,217.7361432,195.9625289,0.154869492
Broad: Shrub,2017,20170219,12:20h,23,800,92,243.4317129,223.9571759,0.189371149
Broad: Shrub,2017,20170219,12:20h,24,420,90,130.6416859,117.5775173,0.055753017
Broad: Shrub,2017,20170219,12:20h,25,990,98,282.8030665,277.1470052,0.239932723
Broad: Shrub,2017,20170219,12:20h,26,850,98,242.8107137,237.9544994,0.176871128
Broad: Shrub,2017,20170219,12:20h,27,830,95,244.5848105,232.35557,0.18513251
Broad: Shrub,2017,20170219,12:20h,28,900,94,268.0338541,251.9518229,0.224697779
Broad: Shrub,2017,20170219,12:20h,29,790,90,245.7307902,221.1577112,0.197253163
Broad: Shrub,2017,20170219,12:20h,30,800,90,248.8413065,223.9571759,0.20227852
Broad: Shrub,2017,20170219,12:20h,31,950,91,292.2518092,265.9491464,0.275943618
Broad: Shrub,2017,20170219,12:20h,32,900,89,283.0919358,251.9518229,0.264735584
Broad: Shrub,2017,20170219,12:20h,33,760,85,250.3050789,212.7593171,0.2167044
Broad: Spruce Forest,2017,20170219,12:20h,1,350,58,168.9332146,97.98126445,0.144660323
Broad: Spruce Forest,2017,20170219,12:20h,2,200,52,107.6717192,55.98929397,0.065546164
Broad: Spruce Forest,2017,20170219,12:20h,3,300,49,171.3957979,83.98394096,0.176259117
Broad: Spruce Forest,2017,20170219,12:20h,4,300,54,155.5258166,83.98394096,0.131691745
Broad: Spruce Forest,2017,20170219,12:20h,5,250,54,129.6048472,69.98661747,0.0914526
Broad: Spruce Forest,2017,20170219,12:20h,6,150,46,91.28689235,41.99197048,0.053260636
Broad: Spruce Forest,2017,20170219,12:20h,7,175,58,84.46660729,48.99063223,0.036165081
Broad: Spruce Forest,2017,20170219,12:20h,8,200,57,98.22683153,55.98929397,0.049766001
Broad: Spruce Forest,2017,20170219,12:20h,9,400,65,172.2747507,111.9785879,0.134238544
Broad: Spruce Forest,2017,20170219,12:20h,10,400,56,199.9617642,111.9785879,0.209919712
Broad: Spruce Forest,2017,20170219,12:20h,11,350,58,168.9332146,97.98126445,0.144660323
Broad: Spruce Forest,2017,20170219,12:20h,12,400,65,172.2747507,111.9785879,0.134238544
Broad: Spruce Forest,2017,20170219,12:20h,13,350,52,188.4255086,97.98126445,0.200735128
Broad: Spruce Forest,2017,20170219,12:20h,14,350,53,184.8703103,97.98126445,0.189585798
Broad: Spruce Forest,2017,20170219,12:20h,15,225,34,185.2586933,62.98795572,0.296773833
Broad: Spruce Forest,2017,20170219,12:20h,16,300,45,186.6309799,83.98394096,0.227563335
Broad: Spruce Forest,2017,20170219,12:20h,17,300,44,190.8725931,83.98394096,0.243434317
Broad: Spruce Forest,2017,20170219,12:20h,18,225,38,165.7577782,62.98795572,0.212574696
Broad: Spruce Forest,2017,20170219,12:20h,19,225,36,174.9665437,62.98795572,0.250008546
Broad: Spruce Forest,2017,20170219,12:20h,20,350,58,168.9332146,97.98126445,0.144660323
Broad: Spruce Forest,2017,20170219,12:20h,21,325,48,189.547089,90.98260271,0.220059606
Broad: Spruce Forest,2017,20170219,12:20h,22,300,50,167.9678819,83.98394096,0.165893671
Broad: Spruce Forest,2017,20170219,12:20h,23,250,46,152.1448206,69.98661747,0.14794621
Broad: Spruce Forest,2017,20170219,12:20h,24,200,55,101.7987163,55.98929397,0.055394831
Broad: Spruce Forest,2017,20170219,12:20h,25,190,54,98.49968384,53.18982927,0.052823022
Broad: Spruce Forest,2017,20170219,12:20h,26,300,51,164.674394,83.98394096,0.156325311
Broad: Spruce Forest,2017,20170219,12:20h,27,200,51,109.7829294,55.98929397,0.069477916
Broad: Spruce Forest,2017,20170219,12:20h,28,290,46,176.4879919,81.18447626,0.19907642
Broad: Spruce Forest,2017,20170219,12:20h,29,300,49,171.3957979,83.98394096,0.176259117
Broad: Spruce Forest,2017,20170219,12:20h,30,290,55,147.6081387,81.18447626,0.116467633
Broad: Spruce Forest,2017,20170219,12:20h,31,290,48,169.1343255,81.18447626,0.175214323
Broad: Spruce Forest,2017,20170219,12:20h,32,275,44,174.9665437,76.98527921,0.204552447
Broad: Spruce Forest,2017,20170219,12:20h,33,300,46,182.5737847,83.98394096,0.213042542
Mary Lake: Forest,2017,20170228,12:00h,1,390,56,194.9627201,109.1791232,0.199554927
Mary Lake: Forest,2017,20170228,12:00h,2,320,52,172.2747507,89.58287036,0.16779818
Mary Lake: Forest,2017,20170228,12:00h,3,510,75,190.3635995,142.7726996,0.142054136
Mary Lake: Forest,2017,20170228,12:00h,4,320,54,165.8942044,89.58287036,0.149835941
Mary Lake: Forest,2017,20170228,12:00h,5,540,80,188.9638672,151.1710937,0.131224486
Mary Lake: Forest,2017,20170228,12:00h,6,550,78,197.3981518,153.9705584,0.146871961
Mary Lake: Forest,2017,20170228,12:00h,7,540,72,209.9598524,151.1710937,0.180006153
Mary Lake: Forest,2017,20170228,12:00h,8,440,58,212.373184,123.1764467,0.228622355
Mary Lake: Forest,2017,20170228,12:00h,9,320,60,149.3047839,89.58287036,0.109230401
Mary Lake: Forest,2017,20170228,12:00h,10,580,68,238.7778714,162.3689525,0.246505475
Mary Lake: Forest,2017,20170228,12:00h,11,460,64,201.2115252,128.7753761,0.18598292
Mary Lake: Forest,2017,20170228,12:00h,12,550,72,213.8479978,153.9705584,0.186734779
Mary Lake: Forest,2017,20170228,12:00h,13,420,63,186.6309799,117.5775173,0.162545239
Mary Lake: Forest,2017,20170228,12:00h,14,430,61,197.3393148,120.376982,0.187691553
Mary Lake: Forest,2017,20170228,12:00h,15,400,60,186.6309799,111.9785879,0.170672501
Mary Lake: Forest,2017,20170228,12:00h,16,400,54,207.3677555,111.9785879,0.234118657
Mary Lake: Forest,2017,20170228,12:00h,17,360,53,190.1523192,100.7807292,0.200574036
Mary Lake: Forest,2017,20170228,12:00h,18,380,54,196.9993677,106.3796585,0.211292088
Mary Lake: Forest,2017,20170228,12:00h,19,320,54,165.8942044,89.58287036,0.149835941
Mary Lake: Forest,2017,20170228,12:00h,20,370,63,164.4130061,103.5801939,0.126147637
Mary Lake: Forest,2017,20170228,12:00h,21,440,61,201.9286012,123.1764467,0.196522902
Mary Lake: Forest,2017,20170228,12:00h,22,410,60,191.2967544,114.7780526,0.179312796
Mary Lake: Forest,2017,20170228,12:00h,23,420,60,195.9625289,117.5775173,0.188166432
Mary Lake: Forest,2017,20170228,12:00h,24,470,62,212.2174852,131.5748408,0.213559044
Mary Lake: Forest,2017,20170228,12:00h,25,500,67,208.915276,139.9732349,0.191519466
Mary Lake: Forest,2017,20170228,12:00h,26,500,66,212.080659,139.9732349,0.200357463
Mary Lake: Forest,2017,20170228,12:00h,27,410,62,185.1258914,114.7780526,0.162513696
Mary Lake: Forest,2017,20170228,12:00h,28,360,58,173.7598778,100.7807292,0.153044717
Mary Lake: Forest,2017,20170228,12:00h,29,480,68,197.6092728,134.3743055,0.168831336
Mary Lake: Forest,2017,20170228,12:00h,30,490,69,198.8025656,137.1737702,0.168400047
Mary Lake: Forest,2017,20170228,12:00h,31,400,58,193.0665309,111.9785879,0.188944095
Mary Lake: Forest,2017,20170228,12:00h,32,410,61,188.160742,114.7780526,0.170637913
Mary Lake: Forest,2017,20170228,12:00h,33,360,59,170.8147952,100.7807292,0.145393934
Owl: Coastal Beach Ridge,2017,20170219,12:20h,1,400,38,294.6804946,111.9785879,0.671841016
Owl: Coastal Beach Ridge,2017,20170219,12:20h,2,350,35,279.9464699,97.98126445,0.658308218
Owl: Coastal Beach Ridge,2017,20170219,12:20h,3,300,35,239.954117,83.98394096,0.483655018
Owl: Coastal Beach Ridge,2017,20170219,12:20h,4,350,39,251.2340114,97.98126445,0.475816599
Owl: Coastal Beach Ridge,2017,20170219,12:20h,5,250,32,218.7081796,69.98661747,0.439468148
Owl: Coastal Beach Ridge,2017,20170219,12:20h,6,350,32,306.1914514,97.98126445,0.86135757
Owl: Coastal Beach Ridge,2017,20170219,12:20h,7,250,34,205.8429925,69.98661747,0.366387449
Owl: Coastal Beach Ridge,2017,20170219,12:20h,8,280,32,244.9531611,78.38501156,0.551268845
Owl: Coastal Beach Ridge,2017,20170219,12:20h,9,300,33,254.4967908,83.98394096,0.577029493
Owl: Coastal Beach Ridge,2017,20170219,12:20h,10,300,32,262.4498155,83.98394096,0.632834133
Owl: Coastal Beach Ridge,2017,20170219,12:20h,11,300,31,270.9159386,83.98394096,0.696072937
Owl: Coastal Beach Ridge,2017,20170219,12:20h,12,350,33,296.9129226,97.98126445,0.785401254
Owl: Coastal Beach Ridge,2017,20170219,12:20h,13,350,32,306.1914514,97.98126445,0.86135757
Owl: Coastal Beach Ridge,2017,20170219,12:20h,14,250,30,233.2887249,69.98661747,0.533351566
Owl: Coastal Beach Ridge,2017,20170219,12:20h,15,250,30,233.2887249,69.98661747,0.533351566
Owl: Coastal Beach Ridge,2017,20170219,12:20h,16,300,28,299.9426463,83.98394096,0.944638706
Owl: Coastal Beach Ridge,2017,20170219,12:20h,17,300,28,299.9426463,83.98394096,0.944638706
Owl: Coastal Beach Ridge,2017,20170219,12:20h,18,350,32,306.1914514,97.98126445,0.86135757
Owl: Coastal Beach Ridge,2017,20170219,12:20h,19,250,31,225.7632822,69.98661747,0.483383984
Owl: Coastal Beach Ridge,2017,20170219,12:20h,20,250,34,205.8429925,69.98661747,0.366387449
Owl: Coastal Beach Ridge,2017,20170219,12:20h,21,200,26,215.3434384,55.98929397,0.524369314
Owl: Coastal Beach Ridge,2017,20170219,12:20h,22,150,30,139.9732349,41.99197048,0.192006564
Owl: Coastal Beach Ridge,2017,20170219,12:20h,23,300,28,299.9426463,83.98394096,0.944638706
Owl: Coastal Beach Ridge,2017,20170219,12:20h,24,250,29,241.3331637,69.98661747,0.590450296
Owl: Coastal Beach Ridge,2017,20170219,12:20h,25,250,27,259.2096943,69.98661747,0.731620804
Owl: Coastal Beach Ridge,2017,20170219,12:20h,26,300,32,262.4498155,83.98394096,0.632834133
Owl: Coastal Beach Ridge,2017,20170219,12:20h,27,300,33,254.4967908,83.98394096,0.577029493
Owl: Coastal Beach Ridge,2017,20170219,12:20h,28,350,35,279.9464699,97.98126445,0.658308218
Owl: Coastal Beach Ridge,2017,20170219,12:20h,29,350,34,288.1801896,97.98126445,0.718119399
Owl: Coastal Beach Ridge,2017,20170219,12:20h,30,350,35,279.9464699,97.98126445,0.658308218
Owl: Coastal Beach Ridge,2017,20170219,12:20h,31,350,32,306.1914514,97.98126445,0.86135757
Owl: Coastal Beach Ridge,2017,20170219,12:20h,32,500,38,368.3506182,139.9732349,1.049751587
Owl: Coastal Beach Ridge,2017,20170219,12:20h,33,250,32,218.7081796,69.98661747,0.439468148
Owl: Coastal Fen,2017,20170219,12:20h,1,150,48,87.48327183,41.99197048,0.046876602
